date,n100_v1_r5,n100_v1_r10,n100_v1_r20,n100_v1_r40,n100_v1_r60,n100_v2_r5,n100_v2_r10,n100_v2_r20,n100_v2_r40,n100_v2_r60,n100_v3_r5,n100_v3_r10,n100_v3_r20,n100_v3_r40,n100_v3_r60,n100_v4_r5,n100_v4_r10,n100_v4_r20,n100_v4_r40,n100_v4_r60,mid_v1_r5,mid_v1_r10,mid_v1_r20,mid_v1_r40,mid_v1_r60,mid_v2_r5,mid_v2_r10,mid_v2_r20,mid_v2_r40,mid_v2_r60,mid_v3_r5,mid_v3_r10,mid_v3_r20,mid_v3_r40,mid_v3_r60,mid_v4_r5,mid_v4_r10,mid_v4_r20,mid_v4_r40,mid_v4_r60
2019-01-15,981738.6358440999,1004179.271165,1004179.271165,1004179.271165,1004179.271165,984523.1200646498,1002386.748265,1002386.748265,1002386.748265,1002386.748265,977578.7612915,1008022.1168599998,1008022.1168599998,1008022.1168599998,1008022.1168599998,982779.3570102502,1004557.9020900001,1004557.9020900001,1004557.9020900001,1004557.9020900001,1018061.6142899999,1016217.9291700001,1016217.9291700001,1016217.9291700001,1016217.9291700001,1013204.5574949997,1009146.665395,1009146.665395,1009146.665395,1009146.665395,1025555.685635,1038166.3106450002,1038166.3106450002,1038166.3106450002,1038166.3106450002,1017259.1619,1021497.937445,1021497.937445,1021497.937445,1021497.937445
2019-01-16,977985.0557891,996846.1564451001,999320.3959649999,999320.3959649999,999320.3959649999,981910.89750965,998327.0021286497,999643.3284649999,999643.3284649999,999643.3284649999,973644.2966414997,1003135.6853364997,1009910.3788599998,1009910.3788599998,1009910.3788599998,979834.86750025,1002023.2599152499,1005644.31909,1005644.31909,1005644.31909,1017145.0367,1017078.0789099999,1026638.16917,1026638.16917,1026638.16917,1011599.0691749998,1010523.2386849998,1014993.8053949999,1014993.8053949999,1014993.8053949999,1017990.415185,1040424.829505,1046225.9206450002,1046225.9206450002,1046225.9206450002,1013463.398085,1021821.705395,1026022.1874450002,1026022.1874450002,1026022.1874450002
2019-01-17,981036.3157891,1000221.9264451,998290.9035649998,998290.9035649998,998290.9035649998,983763.3575096499,1000625.3521286497,999056.3458649998,999056.3458649998,999056.3458649998,979131.5966414998,1009216.8953364997,1005741.6128599996,1005741.6128599996,1005741.6128599996,983665.9375002502,1005081.4799152499,1003274.01809,1003274.01809,1003274.01809,1018023.4966999998,1016696.7589100001,1015289.03917,1015289.03917,1015289.03917,1010704.1291749999,1009684.4586849998,1008614.7953949999,1008614.7953949999,1008614.7953949999,1022148.0051849999,1045719.329505,1032289.7606450001,1032289.7606450001,1032289.7606450001,1015042.8580849998,1023529.115395,1018182.2974450001,1018182.2974450001,1018182.2974450001
2019-01-18,970850.6257891,994539.7464451,992931.7929649999,992931.7929649999,992931.7929649999,977918.87750965,996725.8121286498,996016.6989649999,996016.6989649999,996016.6989649999,970236.2266414997,1001929.1753364997,995816.4938599998,995816.4938599998,995816.4938599998,978731.7175002502,1000787.65991525,997649.25159,997649.25159,997649.25159,1018610.3366999999,1017059.66891,1006600.86917,1006600.86917,1006600.86917,1010774.289175,1010291.6986849997,1003756.635395,1003756.635395,1003756.635395,1017926.8551850001,1044396.6195050003,1009087.2406450001,1009087.2406450001,1009087.2406450001,1012837.598085,1022345.035395,1005142.1174450001,1005142.1174450001,1005142.1174450001
2019-01-21,967860.6157891,991329.7364450999,991285.652765,991285.652765,991285.652765,976200.11750965,995375.5021286496,995082.2916649998,995082.2916649998,995082.2916649998,964120.0966414998,995389.6453364997,993788.1308599998,993788.1308599998,993788.1308599998,974907.3075002502,997882.4999152499,996499.36109,996499.36109,996499.36109,1017129.5267,1010819.76891,990759.36917,990759.36917,990759.36917,1010146.699175,1008592.8186849997,994855.0153949999,994855.0153949999,994855.0153949999,1015936.6151850001,1045757.5795050003,989829.1806450001,989829.1806450001,989829.1806450001,1014142.2880850001,1022268.885395,994309.4574450001,994309.4574450001,994309.4574450001
2019-01-22,964434.6157891001,987857.9064451001,985022.405165,985022.405165,985022.405165,974340.78750965,993540.1021286497,991535.1742649998,991535.1742649998,991535.1742649998,963010.1366414997,994360.1153364998,981575.5568599999,981575.5568599999,981575.5568599999,975247.0575002502,996763.4999152501,989586.34209,989586.34209,989586.34209,1013458.4266999997,1005206.46891,994557.6991699998,994557.6991699998,994557.6991699998,1010106.1491749999,1009452.3186849998,997008.6353949998,997008.6353949998,997008.6353949998,1009222.7651849999,1050647.079505,998182.2506450001,998182.2506450001,998182.2506450001,1013380.0180849999,1023262.885395,999024.917445,999024.917445,999024.917445
2019-01-23,957670.3306100001,983828.6764451,973721.3235649999,973721.3235649999,973721.3235649999,971221.3184282,989489.0621286497,985133.6108649998,985133.6108649998,985133.6108649998,955688.2672260997,991639.9453364997,973536.1628599998,973536.1628599998,973536.1628599998,971949.9588351,994319.2599152499,985038.67309,985038.67309,985038.67309,1014713.07372,1006438.16891,999438.39917,999438.39917,999438.39917,1011654.7868100001,1007752.9886849998,999773.2053949998,999773.2053949998,999773.2053949998,1003879.6954850001,1049220.6695050003,1002359.0606450001,1002359.0606450001,1002359.0606450001,1014448.9386400001,1023054.285395,1001389.127445,1001389.127445,1001389.127445
2019-01-24,952699.7530100001,981500.3764451001,970318.4843649999,970318.4843649999,970318.4843649999,968605.3012282,986264.0021286497,983206.4900649999,983206.4900649999,983206.4900649999,950328.4128260998,991031.8053364998,966958.7848599997,966958.7848599997,966958.7848599997,969316.3584351,993160.61991525,981309.9350900002,981309.9350900002,981309.9350900002,1014155.5937199998,1006795.5489099999,1009177.47917,1009177.47917,1009177.47917,1010831.7768100001,1009897.8986849998,1005226.0653949999,1005226.0653949999,1005226.0653949999,1023891.2354850001,1056970.399505,1020110.280645,1020110.280645,1020110.280645,1020709.91864,1028047.145395,1011368.397445,1011368.397445,1011368.397445
2019-01-25,944905.4728100001,970245.0064451001,963505.1009649999,963505.1009649999,963505.1009649999,964361.0243282,980063.3021286497,979349.9359649998,979349.9359649998,979349.9359649998,943463.1240260998,970565.0853364998,960577.9838599999,960577.9838599999,960577.9838599999,965791.6601351,983099.26991525,977701.55659,977701.55659,977701.55659,995532.8637199999,1001712.4189099999,987873.9791699998,987873.9791699998,987873.9791699998,1002845.3668100002,1007086.9386849998,993288.605395,993288.605395,993288.605395,982047.0354850001,1052759.649505,983730.7906450002,983730.7906450002,983730.7906450002,999960.5086400001,1024510.085395,990915.5874450001,990915.5874450001,990915.5874450001
2019-01-28,946350.9626099999,965382.3264451,961735.617565,961735.617565,961735.617565,965825.0974282001,979566.8921286496,978345.4318649998,978345.4318649998,978345.4318649998,940654.5552260998,943732.1253364999,958563.4128599998,958563.4128599998,958563.4128599998,964853.0918351,972204.9799152499,976564.47809,976564.47809,976564.47809,981881.32372,995940.5289099999,966754.82917,966754.82917,966754.82917,995957.32681,1002611.6686849999,981458.0153949999,981458.0153949999,981458.0153949999,960640.8854850001,1048305.6695050002,955309.1206450003,955309.1206450003,955309.1206450003,986167.2486399999,1021357.4553949999,974955.167445,974955.167445,974955.167445
2019-01-29,948274.3124100001,963551.4864450999,965091.2741650001,965091.2741650001,965091.2741650001,965585.9655282,977335.3821286497,980252.9227649999,980252.9227649999,980252.9227649999,948179.9664260997,943987.1253364998,963752.8418599998,963752.8418599998,963752.8418599998,967806.7285351001,971695.2999152499,979508.1045900001,979508.1045900001,979508.1045900001,976124.1337199999,1002365.02891,969082.37917,969082.37917,969082.37917,993773.7568099999,1007079.9586849998,982777.3253949999,982777.3253949999,982777.3253949999,951083.3954850001,1060148.119505,949765.2006450001,949765.2006450001,949765.2006450001,981151.30864,1028719.905395,971838.697445,971838.697445,971838.697445
2019-01-30,958557.8800853001,979429.6192351,975448.5445101,963522.6145649999,963522.6145649999,971148.01981105,982151.3893686498,981921.29952865,979363.3223649998,979363.3223649998,961968.9114842997,961966.0760415,973174.8205665,965156.57786,965156.57786,972349.23024005,978597.73545525,983050.7360902501,980300.7205900002,980300.7205900002,978328.710805,1004216.7314699999,966891.3862750002,974714.7691699999,974714.7691699999,995869.104605,1009049.729025,981997.88071,985953.6753949998,985953.6753949998,955878.0571599999,1062426.9691200003,948459.7058,949912.9406450001,949912.9406450001,984040.29576,1031199.8579650001,971239.0892500002,971920.5274450001,971920.5274450001
2019-01-31,965050.0200853,985672.3592351,983261.7545101,982176.0469649999,982176.0469649999,976162.7798110498,986013.1493686498,985977.8895286499,989917.8949649998,989917.8949649998,969110.1214842997,974178.4460414998,984576.8705665,981699.8138599999,981699.8138599999,976294.68024005,984803.37545525,988146.4960902501,989658.0115900001,989658.0115900001,986696.390805,1012424.02147,973856.1762750002,983212.7591699999,983212.7591699999,999730.0146049999,1012293.1590250001,983355.2807100001,990722.685395,990722.685395,967219.5471600001,1068642.49912,954202.8158,958433.3306450001,958433.3306450001,987886.5957599999,1033956.7379650001,972354.0892500002,976711.797445,976711.797445
2019-02-01,973449.2800853,986200.1192351,982867.1345101001,991548.2345649999,991548.2345649999,981564.91981105,988145.0893686499,988026.6295286501,995231.2273649998,995231.2273649998,972615.8614842996,978647.0760415,988241.1505665,996250.3378599999,996250.3378599999,979690.6302400499,987245.38545525,990985.69609025,997900.3455900002,997900.3455900002,995925.610805,1020067.58147,981913.2862750001,987900.51917,987900.51917,1004812.6546049999,1016164.7790249999,984923.48071,993355.3253949999,993355.3253949999,982607.4571600001,1079392.1191200002,962947.4057999998,957473.6806450001,957473.6806450001,995056.7457600001,1038377.357965,974060.8892500001,976164.0274450001,976164.0274450001
2019-02-04,956574.1900853,971707.8692351001,968596.7945101003,978161.273565,978161.273565,975579.8398110499,982626.2593686499,983950.30952865,987640.9208649999,987640.9208649999,940454.7714842997,945122.0460414999,963052.8405665,977073.6528599999,977073.6528599999,971070.36024005,975325.37545525,984660.91609025,987038.0030900001,987038.0030900001,993749.4408049999,1017175.32147,978431.6762750001,966477.01917,966477.01917,1002810.014605,1014509.3090249998,984246.8307100001,981329.885395,981329.885395,978939.2971600001,1073365.24912,958735.9657999999,932955.2006450001,932955.2006450001,994179.94576,1037820.187965,973227.8892500001,962376.037445,962376.037445
2019-02-05,934792.9500853,954676.1792351,949563.9145101001,972845.644965,972845.644965,969600.79981105,978552.9293686498,979405.3395286499,984630.8069649999,984630.8069649999,900827.1314842997,909275.7960414998,926886.1605665,973094.3038599998,973094.3038599998,960811.94024005,965310.29545525,976188.5160902501,984782.9615900001,984782.9615900001,994390.7908049999,1017762.1214699999,977063.0762750001,976688.37917,976688.37917,1002936.814605,1014410.659025,983979.88071,987058.6753949998,987058.6753949998,977432.5471600001,1072451.54912,957010.1158,941013.530645,941013.530645,994168.64576,1037341.9879650001,972889.0392500001,966899.0874450002,966899.0874450002
2019-02-06,948424.8573373001,966636.1592351,958545.6145101001,978836.6807649999,978836.6807649999,976104.7376963501,983110.5493686498,982726.38952865,988019.5036649999,988019.5036649999,912781.7690467997,926725.9060414999,934103.5605665,978664.3308599998,978664.3308599998,966940.27495025,970590.77545525,979188.0660902502,987927.1010900001,987927.1010900001,991872.1676163998,1010311.33147,973256.1862750001,971256.4791699998,971256.4791699998,1000153.715789,1010673.429025,983239.2807100001,984000.875395,984000.875395,974170.9351934,1069294.6191200002,954720.5557999997,940435.9006450002,940435.9006450002,993469.0208695999,1035133.7579650001,972446.6392500001,966579.927445,966579.927445
2019-02-07,946820.9850373,971741.1092351,966801.6545101001,981588.5849649998,981588.5849649998,976243.4951963502,983614.03936865,985573.4695286499,989581.9719649999,989581.9719649999,910214.1014467995,931283.4560414999,951526.4005664999,982478.6038599997,982478.6038599997,966359.1766502501,972524.2054552501,983940.5660902502,990087.3765900001,990087.3765900001,1002899.8046163998,1021140.7514699999,981366.2562750002,977435.8091699999,977435.8091699999,1002547.198289,1013612.729025,984807.6507100001,987483.5253949999,987483.5253949999,994992.7446934002,1090371.4891200003,971760.4657999999,946142.1206450001,946142.1206450001,998380.1513695999,1038563.817965,975783.9392500002,969795.397445,969795.397445
