date,n100_v1_r5,n100_v1_r10,n100_v1_r20,n100_v1_r40,n100_v1_r60,n100_v2_r5,n100_v2_r10,n100_v2_r20,n100_v2_r40,n100_v2_r60,n100_v3_r5,n100_v3_r10,n100_v3_r20,n100_v3_r40,n100_v3_r60,n100_v4_r5,n100_v4_r10,n100_v4_r20,n100_v4_r40,n100_v4_r60,mid_v1_r5,mid_v1_r10,mid_v1_r20,mid_v1_r40,mid_v1_r60,mid_v2_r5,mid_v2_r10,mid_v2_r20,mid_v2_r40,mid_v2_r60,mid_v3_r5,mid_v3_r10,mid_v3_r20,mid_v3_r40,mid_v3_r60,mid_v4_r5,mid_v4_r10,mid_v4_r20,mid_v4_r40,mid_v4_r60
2021-03-01,1565152.2487214508,1625936.3716443,2062886.3577805501,1690700.0648105503,1373446.9475470004,1446467.8315348006,1430667.2493624496,1691292.7710175996,1553088.2666781992,1223422.9793183003,1663718.5449703997,1655371.51860095,1582524.1082125495,1441495.9998157495,1248225.154477,1446082.1465252996,1474351.78884365,1654104.5198922998,1520919.95920825,1081786.1815061998,1682545.8449376498,2039815.3440993,1766626.4373819,1755206.7090037004,1599335.6306561995,1538642.8808438997,1600720.1955942505,1486854.9661812508,1663737.3697468995,1388698.5209058495,2010385.566081399,2325009.2001558505,1829615.447099801,2150612.6564878505,1737956.0137222002,1480511.9147969508,1800130.5214526504,1491741.0732949497,1723092.6577851009,1460177.2515676
2021-03-02,1587426.463721451,1650140.1146443002,2087413.3777805497,1732694.86181055,1396586.5075470004,1472091.2605348004,1451838.8903624497,1724123.9180175997,1585637.5526781995,1240921.9293183002,1698057.1719703996,1688103.78060095,1605437.9682125496,1490542.4168157496,1281822.5444770001,1471808.8155252994,1501449.0748436498,1697234.4198923,1559814.1682082498,1110575.4115062,1704754.5349376495,2042096.6840993,1803206.3273818998,1789208.6390037,1616894.1506561995,1552208.8008438996,1601327.1655942504,1508436.9661812508,1684041.0797468994,1401485.8209058496,2008920.3560813991,2333406.9901558505,1881695.867099801,2220510.8564878507,1759549.8637221998,1492861.9447969508,1800543.8014526502,1522687.0732949497,1758945.5477851005,1476442.4515676002
2021-03-03,1618521.5327214508,1678223.8364443004,2110057.95778055,1760165.8740105499,1419929.2575470004,1506010.5719348001,1479867.7549624497,1746609.6042175994,1606265.3222781993,1262654.3393183001,1736692.4921703995,1719956.64780095,1626921.9682125496,1525119.8170157494,1310495.784477,1503071.2329252996,1536619.77444365,1731125.8398922998,1586664.41760825,1132897.0215062,1748038.1249376496,2053386.1440993,1846707.5573819,1828671.9690037004,1638892.1806561996,1581079.7308438998,1608041.3955942506,1537019.006181251,1709427.2897468994,1429449.7709058498,2019579.4360813994,2347453.050155851,1957236.497099801,2323880.696487851,1794933.5137222,1522574.2447969508,1809887.3814526503,1571684.06329495,1815351.817785101,1501894.2515676
2021-03-04,1641386.4677214508,1695378.9954443006,2122743.85778055,1792636.33501055,1448126.6575470003,1515914.4089348007,1493558.6079624498,1762081.5252175997,1629059.9602781995,1280699.7493183003,1756442.0931703998,1731918.2938009498,1628487.8882125495,1561788.9880157497,1348755.4744769998,1511615.7399252993,1547766.10244365,1754089.7098923,1614658.78460825,1163700.7715062,1781645.1249376498,2072964.1840993,1864305.7273819002,1844340.9390037004,1653981.0006561999,1599705.5908438999,1617477.2755942508,1548079.2161812508,1718538.5297468994,1440887.1209058496,2041487.1460813992,2378956.4101558505,1994437.767099801,2374932.2564878506,1811715.7137222,1540468.3447969507,1825861.8914526505,1594131.5232949497,1841338.7977851005,1514020.3015676
2021-03-05,1608010.1398772008,1664554.59934495,2080204.6176055502,1777920.32101055,1425361.2891720007,1488430.9402347505,1467671.5485729997,1729003.4801484493,1617962.0182781992,1263121.2679933,1722938.5704982495,1693467.57431605,1593180.5487625494,1551474.4740157498,1328313.390427,1481421.389010749,1515034.6836729501,1723043.6188172996,1605868.1666082502,1151086.8021562002,1755438.1877226497,2041490.4576293,1824709.2548369,1831517.2090037004,1627977.7848661998,1582255.6260638998,1599789.7334492507,1523359.2510912507,1709708.9197468995,1421432.5557408496,2007845.3975963993,2338663.339155851,1951462.9216548011,2367088.6564878505,1781085.0967272,1522493.7004719507,1799814.6967126504,1565967.58649995,1835532.5077851005,1488944.8090626001
2021-03-08,1601599.2998772012,1657477.84934495,2072638.5776055497,1779838.2033105502,1426418.3291720008,1483757.9102347505,1460176.4185729995,1723962.5801484492,1621168.4996781992,1260648.8079933,1713224.7604982494,1684834.0443160501,1582321.4487625496,1552010.8883157494,1329949.2604269995,1473968.509010749,1507812.20367295,1718594.4588173,1606248.3837082498,1149003.8321562,1758414.5777226498,2048297.1576293,1832114.8348368998,1840830.4390037006,1651696.6848661997,1583635.4660639,1603459.0034492505,1527830.071091251,1715896.2297468993,1435813.0157408493,2022357.5275963992,2351251.6891558506,1966635.2216548012,2382112.4564878508,1810764.6967272002,1527324.8804719509,1806186.9267126503,1572764.58649995,1844279.4477851004,1506151.2990626004
2021-03-09,1579879.0298772007,1637961.65934495,2048268.2376055503,1771340.0202105502,1420554.4091720008,1469781.5602347506,1443516.0485729997,1708303.3701484494,1619672.6638781992,1256808.8379933,1690048.5504982492,1664174.0243160499,1558936.1487625495,1545074.1112157495,1324007.530427,1457006.669010749,1487306.4636729502,1700540.4088172999,1602434.63500825,1145147.7521562001,1755759.4777226497,2043469.3276293003,1827190.3048369,1838594.7490037004,1649192.2448661998,1582588.7060639,1600994.9734492507,1524953.8410912508,1714425.1997468995,1434661.0257408496,2011363.1475963993,2343806.449155851,1954185.2916548012,2366364.2964878506,1794778.1967272,1523117.1004719508,1799311.3867126505,1565981.66649995,1835850.147785101,1499745.7490626
2021-03-10,1578302.239877201,1633376.15934495,2042887.97760555,1756085.94141055,1428807.689172001,1470956.0002347508,1443579.4085729998,1707161.3201484494,1606164.2454781993,1262932.7079933,1691385.3304982493,1660019.50431605,1548186.5987625495,1525883.5404157497,1332461.430427,1455157.6790107489,1486356.1436729499,1697476.2188173,1586606.03740825,1150515.6521562,1790851.8377226496,2081451.6876293004,1862966.1748369003,1850039.7490037004,1685010.5148661998,1601646.7360639,1620532.5634492508,1546483.6210912508,1721039.1497468993,1462338.2357408495,2042914.7475963994,2390070.339155851,1987852.031654801,2394266.196487851,1825299.7167272004,1537583.500471951,1823330.6467126505,1587121.3064999501,1849825.0477851005,1527598.4990626005
2021-03-12,1583704.0998772008,1639370.3593449502,2049977.3076055502,1746914.4171105502,1419750.989172001,1471862.4502347505,1443802.8385729995,1707285.270148449,1592255.708078199,1253640.0679933,1699183.8804982493,1668677.0643160501,1557921.1987625496,1519432.3441157495,1324364.220427,1460431.0090107492,1490354.4536729502,1702652.1388173,1578072.82630825,1143159.8121562,1787759.6677226494,2077422.6976293,1859105.9648369001,1841796.2390037002,1681263.8148662,1600089.7360639,1618415.1634492506,1543896.6910912506,1715762.0297468994,1459763.6557408494,2036224.9775963994,2386156.1491558505,1980519.0816548008,2390897.3564878507,1812162.0267272003,1534814.6304719509,1818736.3667126505,1582878.6964999498,1847660.7477851007,1522484.2990626004
2021-03-15,1574859.232852201,1632531.73934495,2041143.0176055501,1747462.03891055,1413434.4591720006,1458942.8932460004,1434550.7785729996,1691547.1901484495,1589821.8304781993,1245681.8079933,1693281.6346982494,1665394.06431605,1549362.9987625496,1531431.3179157495,1317938.1004269999,1450421.948232999,1481755.1936729501,1690328.9688173002,1585273.42490825,1136343.1021562,1768548.8767726496,2077818.5576292998,1859768.7548368997,1812645.3290037003,1689094.3848661995,1585288.3326638998,1618194.1334492506,1543583.0010912507,1697321.8097468994,1465516.4557408495,2011719.7443463993,2387109.3391558505,1982278.621654801,2355409.536487851,1818734.0467272,1518675.6665219509,1817798.6467126503,1582575.4864999498,1827998.4577851011,1528931.0090626003
2021-03-16,1599398.9128522011,1654764.52934495,2069436.74760555,1768123.26891055,1433370.9091720008,1471275.2532460003,1446590.1085729997,1715458.3901484492,1604242.260478199,1258706.7779933,1718817.0446982493,1697293.30431605,1574471.4087625497,1558670.5579157495,1340844.7504270002,1468535.3582329992,1498471.10367295,1716702.4988173,1606369.0449082498,1151071.1321562002,1800581.35677265,2126407.4876293,1907150.0648368997,1813391.6890037002,1714913.7948661996,1603324.2226639,1643418.2434492507,1571704.641091251,1697637.8797468995,1485256.6457408494,2035365.5343463994,2438476.7791558513,2021389.511654801,2350174.906487851,1847565.8167272,1532458.6565219506,1846152.6467126505,1608953.35649995,1825031.7477851007,1548061.3890626002
2021-03-17,1559912.6428522011,1622072.4793449498,2027404.5376055501,1749567.86651055,1413317.6591720008,1441085.2872460007,1421699.8985729998,1682091.3401484492,1588231.0872781994,1244930.6079933,1671988.8946982494,1650856.43431605,1535500.0087625498,1545823.0195157495,1316586.0204270002,1432815.7170329993,1465199.48367295,1676720.0488172998,1594786.9001082503,1136349.1121562002,1776216.1067726496,2084322.6976293,1868119.4548368999,1803696.0090037002,1679590.7048661998,1578972.3926639,1620697.9834492507,1547616.6310912508,1690981.2197468993,1464751.0257408493,2002908.714346399,2391757.7691558506,1967483.271654801,2336380.4064878505,1808406.5767271998,1509835.1865219506,1812968.9867126504,1579431.4464999498,1816540.5077851005,1519621.6790626002
2021-03-18,1526824.452852201,1593382.1393449502,1990680.4576055503,1744717.7447105502,1372191.1491720006,1423905.5302460007,1405589.8285729997,1665373.9301484495,1580006.2448781994,1221196.0379933002,1636563.9946982495,1615128.7843160501,1517039.8587625495,1545931.5157157492,1271990.780427,1410528.3036329995,1442278.46367295,1655454.1388172999,1591860.72150825,1110234.0921562,1783192.9667726497,2076265.3976293004,1860445.0348369002,1800908.0190037005,1657283.7148662,1582424.2526639,1616215.2934492507,1542096.7710912507,1688398.5397468994,1447537.5957408494,2002440.3443463994,2374261.299155851,1943638.631654801,2336500.746487851,1758429.1267272,1508821.7665219505,1798130.0367126504,1565531.4464999498,1815094.6077851006,1491920.9590626
2021-03-19,1543473.8728522009,1611299.88934495,2015433.41760555,1756536.1449105502,1391019.6991720009,1429581.7032460007,1414142.3885729997,1678192.3401484492,1591202.2084781993,1231116.5779933,1653700.2746982495,1640174.7643160499,1536008.7987625494,1562615.0739157496,1290269.0404269998,1418068.4062329994,1453491.4436729501,1669991.2088173,1605774.2469082498,1119859.7121562,1827891.9867726497,2121277.7776293005,1904164.8048369,1816514.3790037003,1681894.0548661998,1603001.2326639,1639038.1134492506,1568183.9610912509,1697357.8097468994,1462590.1357408497,2050643.3443463994,2424896.9291558512,1990074.4516548014,2350898.236487851,1784876.6467272,1525792.0665219505,1827259.40671265,1592310.2664999496,1821675.7577851005,1508940.4890626003
2021-03-22,1560609.251802201,1623403.7556299497,2047165.19760555,1786071.50681055,1415990.1991720009,1437799.7264460004,1424144.942268,1697841.3601484494,1609794.8226781995,1246283.8479933,1671621.6021982497,1658882.87125105,1573144.3487625497,1600284.4318157497,1316387.410427,1429603.1575879995,1468910.2741929502,1694316.1088172998,1633787.1532082502,1135466.5121562001,1851350.50444765,2145220.0894043003,1893705.4348368999,1849763.7190037004,1676228.7448661998,1611219.4172389,1645954.1188242508,1562583.8710912508,1718341.7397468996,1460041.3857408497,2082323.7660713992,2453231.218330851,1979850.8116548008,2437420.1964878505,1791125.3667272,1541775.6300469507,1837049.1911626505,1588053.7564999498,1868237.9077851009,1505939.9990626
2021-03-23,1583624.361802201,1647010.66562995,2099545.4076055503,1822970.2156105503,1435728.9391720006,1443623.7984460006,1431372.2522679998,1727867.190148449,1635901.8910781993,1259059.8379933,1707188.4721982495,1695561.5412510498,1625732.4087625497,1645259.9226157498,1338987.9604269997,1440448.4119879995,1482106.6941929501,1734006.4888173,1668111.2508082502,1149168.7221561999,1861669.56444765,2157097.0894043003,1873885.7948369002,1874897.9390037004,1656958.2248661998,1612240.5772389,1644786.8088242505,1550916.7110912509,1733762.0297468994,1445195.9357408495,2099848.6560714,2486170.728330851,1963888.0216548012,2518463.906487851,1782102.6467272001,1552268.8700469506,1841664.6211626504,1577245.41649995,1910874.447785101,1492126.9890626003
2021-03-24,1570269.891802201,1635199.6756299501,2096290.9876055499,1821212.39011055,1423422.779172001,1434453.0009460007,1424067.0322679998,1720349.3101484491,1631908.6320781992,1247994.6279932999,1694122.4421982495,1688233.41125105,1636629.4087625497,1650351.7571157496,1332117.6204269999,1435161.7704879995,1476790.4741929502,1732943.0288173,1670293.91730825,1142483.0321562001,1820084.9544476497,2108670.8394043003,1843958.5848369002,1870780.9590037004,1621993.4448661995,1590779.3172388999,1622999.3688242505,1532681.4210912508,1730741.2697468994,1419929.6857408495,2058745.5160713997,2436537.768330851,1932187.2116548012,2523860.306487851,1753458.9167272002,1532596.7300469507,1816151.1911626505,1557982.10649995,1912844.4077851009,1464145.4490626003
2021-03-25,1564120.8018022012,1612902.07562995,2063109.84760555,1777999.7830105503,1396495.5891720005,1424523.9194460008,1413622.7522679998,1692773.3801484494,1600493.8042781996,1230376.2379933002,1675790.88219825,1673057.23125105,1610502.3587625495,1604603.8660157498,1304398.0404269998,1428241.6681879992,1466179.79419295,1701921.4488172997,1635004.8906082502,1125985.2821562,1784787.3544476496,2067376.6894043004,1793086.1048368998,1848202.9490037006,1579689.4548661998,1570710.2172388998,1602869.2688242504,1501608.511091251,1716050.6497468993,1387328.6357408494,2013863.2660713992,2383910.568330851,1882163.651654801,2476237.9664878505,1707923.7967272,1509023.9300469507,1790194.0411626506,1524361.06649995,1886324.9077851004,1427842.3890626002
2021-03-26,1582903.0218022012,1627996.97562995,2092935.3976055502,1785738.8083105502,1406418.8691720008,1440477.9439460007,1425104.4822679996,1717250.6901484493,1607163.4796781996,1242811.1079933003,1694860.15219825,1685277.8812510502,1637493.5587625497,1605728.4933157493,1314655.260427,1443235.2370879995,1478920.59419295,1728881.9888173,1636940.76870825,1136357.7721562,1822001.0944476498,2110568.3394043,1817246.9248368999,1862466.3290037005,1602813.9848662,1590061.9572389,1621372.6288242508,1515909.1810912509,1724431.3097468994,1408884.9457408495,2055838.3260713997,2436358.0083308513,1904961.5216548012,2519714.0064878506,1736078.4467272,1528771.2900469508,1811350.8611626504,1540035.1364999502,1908521.0677851005,1453787.4190626
2021-03-30,1602629.7223172009,1632619.0956299496,2087853.0376055504,1764336.93811055,1404041.1991720004,1440315.0136204006,1426066.2622679998,1719094.9101484497,1599181.856078199,1245156.6279933,1710245.3266632496,1694460.39125105,1629265.5487625494,1577074.4451157495,1305003.8304269998,1444345.0331339994,1479556.3841929506,1723192.4288173,1618923.2333082496,1133800.1921562,1823257.3946476497,2137154.0894043003,1840898.7348369,1883889.8090037003,1614669.7948661996,1599058.4478139,1636632.1688242506,1529975.3710912508,1737392.7697468994,1418636.4357408495,2086671.7441713994,2468074.318330851,1911808.7616548012,2550964.1064878507,1736687.2667272002,1533556.7826969507,1827155.6911626505,1546591.0064999498,1924690.8577851006,1456130.6490626
2021-03-31,1602206.772317201,1639207.9256299501,2094110.71760555,1759094.7704105503,1408299.9991720007,1447500.8103204006,1430579.8622679997,1722826.1301484494,1595812.8874781993,1244944.9079933001,1714200.1766632497,1696696.3712510502,1631457.9087625497,1567576.4894157497,1310057.0104269995,1450018.1510339994,1484923.0841929503,1728574.2788173,1611904.98040825,1134275.9121562,1860028.1646476495,2171973.6894043004,1832457.2448369,1893402.2690037005,1609173.9448661995,1617128.8678138999,1651716.6288242508,1525003.0710912507,1743228.8897468995,1416472.2957408496,2129120.7541713994,2504413.958330851,1894585.7616548012,2605024.1664878507,1721815.9767272002,1557331.3926969508,1845995.6111626504,1537239.99649995,1953069.2677851007,1449733.8090626001
2021-04-01,1627710.092317201,1660461.8656299496,2148764.02760555,1812436.20621055,1423594.7591720005,1461564.8573204007,1438749.0522679999,1767694.090148449,1630091.6418781993,1254975.2879933,1754847.2966632494,1725450.8312510499,1686057.2087625496,1632237.7772157495,1329154.490427,1467864.7664339994,1497391.38419295,1782049.9688173,1660010.8470082497,1145734.2921562,1881242.7646476496,2202001.9394043,1849812.4448369,1912733.7990037003,1635741.4948661998,1626186.4178139,1663542.5788242505,1536838.471091251,1756969.9497468995,1433102.4457408495,2170886.1041713995,2558918.1583308512,1927115.661654801,2693703.9364878507,1765369.6267272,1581064.7426969507,1869306.3611626504,1556097.7964999499,2002862.1177851008,1475125.8590626004
2021-04-05,1605335.3823172008,1633205.3156299498,2156137.10760555,1839459.17461055,1403360.359172001,1450671.7573204006,1421171.1522679997,1765275.2601484493,1641613.693078199,1238151.7579933,1730474.5266632494,1691999.5412510498,1701416.6587625497,1680421.5616157495,1304980.2604269995,1460777.2756339994,1475040.2941929502,1787545.5188173,1692437.4138082499,1128112.4921562,1884320.4246476498,2197542.0894043003,1842026.4048369,1930340.3790037003,1625192.3048661998,1624882.2278139,1659898.768824251,1534038.261091251,1769720.6597468995,1421082.9857408497,2200108.6941713993,2578332.6683308505,1925387.251654801,2777987.0864878506,1757794.8467272,1594462.6326969508,1877606.3911626502,1556231.6164999502,2050507.3577851006,1461120.4390626
2021-04-06,1630221.2223172009,1650377.8956299499,2185280.5276055504,1868432.8330105501,1423241.279172001,1468419.3137204007,1430789.4922679998,1782676.1801484495,1665505.744278199,1250165.5579933,1770137.7966632494,1718588.02125105,1730558.8487625495,1715574.6560157496,1329582.410427,1480499.9208339995,1490022.4141929501,1811368.8688173,1720839.83060825,1142409.4821562,1896358.8846476497,2206997.2894043,1856814.9948369,1939061.4590037004,1615632.8748661997,1630018.4378139,1663333.3588242508,1543787.511091251,1775252.3197468997,1414897.8857408494,2216278.3341713995,2590875.9283308513,1946029.021654801,2825286.386487851,1755045.4967272002,1603535.722696951,1884036.3711626504,1571464.51649995,2075650.047785101,1457741.9890626003
2021-04-07,1641928.9994022008,1660406.3744449501,2200604.6479105502,1893260.1443717,1440342.2491720007,1477321.8178545507,1440647.6083729998,1792293.1731284498,1686074.9615438995,1262816.5679933,1771186.3931382496,1729966.4196260502,1741594.7959575495,1742291.5536978994,1353245.6004269999,1489746.7535549495,1503530.47852295,1824877.1844173,1745623.0184068,1158017.5321562001,1919236.9665076495,2235162.3136293003,1897137.5222819,1972278.1541037003,1638221.0448661996,1648340.2242739,1682519.3279392505,1561229.2950762508,1787801.9200218995,1429682.2957408496,2254064.699686399,2633603.2625908507,2008673.307929801,2899777.976892851,1773700.8767272,1625179.9246119508,1911876.1883676506,1596165.95017995,2098036.760925101,1475397.4590626
2021-04-08,1643264.8094022006,1669602.47444495,2197351.65791055,1897136.3143717,1439343.0991720008,1478360.6678545508,1443048.008373,1794643.8131284495,1686714.6815438992,1263667.3279933,1782345.5131382495,1745781.7096260497,1751163.5159575497,1749612.8636978995,1357902.5804269998,1491443.1635549497,1509654.67852295,1833614.3544172999,1747348.3284068,1161760.6421562,1920599.1665076497,2248505.5136293,1900642.9722819002,1971901.1741037003,1660097.3348662,1653350.6942739,1690317.4779392506,1565600.4150762511,1789094.4200218995,1446225.9857408495,2259911.149686399,2652630.812590851,2019953.7579298012,2915260.14689285,1791014.4967272002,1632014.1746119508,1922837.5283676507,1603361.38017995,2103893.060925101,1494078.1890626
2021-04-09,1647224.3694022007,1675248.24444495,2207432.8679105504,1908837.0543717002,1438356.1491720006,1480623.5378545509,1445051.188373,1795906.0231284497,1689391.2815438993,1261478.6179933,1797741.6831382497,1757686.79962605,1767263.5059575497,1764920.8936978995,1360325.6504269997,1494467.4535549495,1515390.42852295,1838644.9644173002,1751490.2784068002,1161623.8721562,1949081.8665076497,2272818.6136293,1931051.7222819002,1995897.9741037001,1684660.9848661995,1664968.9442738998,1700870.3779392506,1578373.415076251,1797724.1700218995,1460769.1857408497,2306264.6496863994,2706868.9125908506,2065057.2579298012,2960581.3468928505,1819903.1967272,1646570.124611951,1941408.9783676506,1622274.83017995,2118097.260925101,1511062.5890626004
2021-04-12,1561842.1894022007,1600379.5044449503,2104442.25791055,1820309.0443717004,1395043.9591720006,1443501.5078545506,1405968.5083730002,1747577.3331284495,1649939.1615438992,1227437.9179933001,1705081.2431382495,1669020.4396260502,1681694.5559575495,1678868.9336978996,1312704.700427,1453329.1335549494,1466453.3685229502,1778409.6544173001,1709495.5684068003,1128424.6321562,1863823.2165076497,2176389.0136293005,1847108.0222819,1930573.2241037001,1604972.7348662,1615595.8442739,1647182.4279392506,1533441.8650762509,1768627.9700218996,1399774.7957408496,2168840.999686399,2537138.3625908513,1942734.2079298012,2796234.3468928505,1718441.6767272,1593340.0246119509,1870022.7783676507,1565612.5801799502,2069494.960925101,1431120.6090626
2021-04-13,1584299.9694022005,1619002.99444495,2128639.21791055,1836428.6143717002,1395800.719172001,1452690.5678545507,1414842.538373,1758172.3831284498,1661329.9415438995,1228675.4379933001,1712798.8431382496,1679062.8096260503,1688206.4459575498,1690555.7536978996,1309723.9404270002,1463052.7635549495,1470696.70852295,1785479.6844173004,1720124.0984068,1127523.5321562001,1865085.11650765,2176821.8136293003,1847170.6722819002,1927425.3741037003,1582274.7348661995,1618366.8442739,1650620.2779392505,1533701.815076251,1767970.5200218996,1390124.0357408493,2164148.699686399,2540793.0125908507,1936928.1579298011,2800230.54689285,1704348.4467272002,1595819.9246119508,1871652.5283676507,1564430.7301799501,2070274.310925101,1425335.7890626006
2021-04-15,1573788.7337022007,1615231.22444495,2108372.38791055,1821309.0143717001,1390228.6791720008,1446258.6449545505,1408663.618373,1750723.5231284497,1655334.0915438994,1229617.6879933,1700066.1769682497,1671583.6296260501,1674070.10595755,1677410.8336978997,1297642.9404270002,1462592.3136799496,1460441.46852295,1777167.9944173,1714004.8484068,1123705.2821562001,1872692.6422076495,2203740.7136293,1850017.6722819002,1911728.9741037004,1591179.3548662001,1620150.6675489,1655458.2779392505,1534546.165076251,1761284.4200218995,1400686.7857408493,2153147.2649113997,2538640.5125908507,1926178.1579298011,2758131.4468928506,1712453.3967272001,1596613.7880369509,1877982.7783676502,1564807.0301799502,2059243.860925101,1433293.7890626001
2021-04-16,1582658.0537022008,1630710.6644449502,2120791.13791055,1837091.8043717002,1391637.3491720008,1450767.1449545505,1414098.008373,1756074.5931284497,1660590.9415438995,1232528.1879933001,1717426.7769682496,1692726.7096260502,1693400.4059575498,1695346.1036978995,1302601.3104269998,1473845.8036799496,1469097.68852295,1788343.7544173002,1720328.6084068003,1127790.1321562,1892817.5922076495,2231926.6636293,1876559.2722819003,1939529.6741037003,1632161.5348661998,1633209.8675489002,1669821.5279392505,1547223.465076251,1771108.6200218995,1429478.8857408497,2186466.8649113993,2573816.4125908506,1964589.4079298011,2818119.5968928505,1747445.1967272002,1610241.0380369506,1897643.4283676504,1581553.28017995,2077424.7109251008,1466787.4390626005
2021-04-19,1545745.743702201,1598350.21444495,2070230.3079105502,1799177.4943717,1358910.3991720006,1433097.5049545506,1392198.788373,1732786.5331284497,1639350.4815438995,1209592.8179933003,1672267.8269682494,1650022.0196260503,1654062.8059575495,1654755.6836978996,1263445.160427,1456897.8236799496,1439223.6685229503,1760546.3044173,1695567.4084068004,1102182.1721562,1872762.9422076491,2219565.6136293,1864269.5722819,1920459.8241037005,1627093.7048661998,1618830.9175489,1657937.9779392506,1540589.465076251,1756735.5700218994,1420267.9857408495,2154680.914911399,2556183.3125908505,1951389.557929801,2789424.99689285,1729917.5967272,1595062.3880369505,1892212.8783676503,1578439.6301799503,2064872.860925101,1453456.1890626005
2021-04-20,1541241.9237022009,1602118.7544449503,2072735.21791055,1803295.6343717002,1357944.2091720006,1434986.5749545507,1393603.518373,1734840.2631284497,1641087.1515438994,1210883.4679933002,1670507.4969682498,1650367.8596260503,1653810.67595755,1656096.8336978997,1260781.7804269996,1458115.3136799496,1439612.5885229502,1761287.4344173,1695968.6784068001,1101508.8121562,1878345.3422076495,2219971.6136293,1869769.4722819002,1942810.1741037003,1626668.5848661996,1621082.8675489,1660676.4279392506,1542184.1150762509,1770732.0200218996,1415334.9857408495,2172498.6149113993,2567079.162590851,1977442.207929801,2832684.1968928506,1727514.0967272003,1600348.5380369509,1893681.2783676505,1580911.7301799501,2081593.7609251009,1452471.3390626004
2021-04-22,1542135.9837022007,1592749.6644449502,2072512.8579105502,1801700.6143717002,1345927.7091720006,1436574.2849545507,1389762.998373,1731958.2131284499,1638276.7315438995,1204069.8779933,1667232.0369682494,1637437.09962605,1648537.4559575499,1650994.4136978998,1247580.5404269998,1458490.6036799494,1434514.3185229502,1756055.9044173001,1691142.1084068,1093084.3421562,1888891.3922076495,2242408.2636293,1892885.5722819003,1959382.4241037003,1630953.1648661997,1626160.8175489001,1671484.7779392505,1554307.5150762512,1774965.6200218995,1420625.0957408494,2177251.514911399,2592019.112590851,1991817.657929801,2855913.8968928503,1737258.9267272004,1604639.0880369507,1905349.3283676507,1592362.43017995,2086655.660925101,1460563.7590626003
2021-04-23,1539067.775042201,1591769.57124995,2088918.8679105502,1816578.3543717004,1353791.1991720004,1435766.3933145506,1386182.321058,1738890.4531284496,1643238.8815438994,1206463.9879933002,1669183.1829082496,1640110.1284260498,1661827.8659575498,1663591.5736978995,1259878.7104269997,1460539.7223899495,1436743.27934795,1764361.4944173,1695560.3284068003,1098193.5121562,1894720.3942076496,2222472.1675543003,1898882.0222819003,1967366.7741037002,1648079.7848661998,1626928.8214589003,1668117.0542092505,1555439.715076251,1779834.6200218995,1425805.7857408496,2211856.9586863993,2617350.0419658506,2031905.5579298013,2886735.54689285,1765980.0967272,1612339.3344969507,1913539.54006265,1602281.4801799501,2096548.410925101,1471453.4390626
2021-04-26,1547249.3650422008,1605180.7412499501,2126415.88791055,1848992.3043717002,1362022.5591720012,1438344.1133145506,1389867.401058,1750923.5431284497,1656490.2615438993,1212251.1779933001,1682938.6229082495,1652088.9584260501,1687031.3659575498,1690273.1536978998,1270582.030427,1465945.1023899494,1442165.2793479501,1774851.8044173,1708184.3684068,1105082.2021562,1929219.6442076496,2257632.7675543,1910923.7722819003,1973270.8241037002,1658581.4248661995,1641843.1714589004,1683591.1042092503,1560995.515076251,1782558.5700218994,1437134.3857408494,2244091.1586863995,2658536.891965851,2045395.307929801,2902616.44689285,1779084.9467272002,1626877.7844969507,1931791.1900626505,1609769.18017995,2102017.560925101,1483891.4390626
2021-04-27,1565868.8050422007,1628596.4212499498,2155813.53791055,1870531.4543717,1375537.109172001,1446503.1533145504,1400637.641058,1762158.6031284495,1667225.6115438994,1224171.8179933,1704302.3729082495,1672469.9984260504,1710097.8859575496,1712460.7636978996,1285435.300427,1479044.8923899494,1457377.01934795,1788377.6144173,1720934.9184068001,1117025.7821562001,1962383.004207649,2294090.7675543,1937591.4722819002,1991573.9241037003,1671376.4248662,1664306.9314589002,1703938.8042092503,1574012.815076251,1789382.9200218995,1451129.2357408495,2288649.608686399,2714717.721965851,2065646.857929801,2940454.3968928503,1786006.7967272,1649047.8944969508,1955539.7600626503,1622346.6801799498,2113549.3609251007,1497903.1390626002
2021-04-28,1617698.995042201,1665224.52124995,2193206.19791055,1908658.5743717002,1384124.2891720007,1466597.1033145508,1421262.8510579998,1778392.8531284495,1682268.4915438993,1232766.8679933,1739747.6129082497,1709192.17842605,1737384.6859575498,1741595.3636978997,1295232.9604269997,1496256.6123899492,1476724.28934795,1803678.1344173,1733759.5784068003,1125066.8421562,1982904.9942076495,2313768.0175543,1951363.2722819003,2011601.0741037002,1690032.7148662,1675525.8814589,1715019.0742092505,1586789.765076251,1796110.3200218994,1460484.0457408496,2309107.0586863994,2753211.3419658504,2091188.9579298012,2984347.7968928507,1804508.9267272002,1659251.2444969509,1967958.4100626507,1639697.2301799501,2125299.560925101,1511906.8590626004
