date,n100_control,n100_th0.1_w5,n100_th0.1_w20,n100_th0.1_w40,n100_th0.125_w5,n100_th0.125_w20,n100_th0.125_w40,n100_th0.15_w5,n100_th0.15_w20,n100_th0.15_w40,n100_th0.2_w5,n100_th0.2_w20,n100_th0.2_w40,n100_th0.25_w5,n100_th0.25_w20,n100_th0.25_w40,mid_control,mid_th0.1_w5,mid_th0.1_w20,mid_th0.1_w40,mid_th0.125_w5,mid_th0.125_w20,mid_th0.125_w40,mid_th0.15_w5,mid_th0.15_w20,mid_th0.15_w40,mid_th0.2_w5,mid_th0.2_w20,mid_th0.2_w40,mid_th0.25_w5,mid_th0.25_w20,mid_th0.25_w40
2019-01-17,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,997730.070365,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187,999070.37187
2019-01-18,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,995642.8367649999,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187,1000267.55187
2019-01-21,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995414.6755649999,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187,995420.19187
2019-01-22,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993194.339965,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187,993173.51187
2019-01-23,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,986898.800365,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187,992801.93187
2019-01-24,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,987332.6251649999,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187,996353.34187
2019-01-25,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,983770.814765,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187,990787.43187
2019-01-28,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,982968.1543649998,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187,981636.38187
2019-01-29,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,984244.033965,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999,986763.2518699999
2019-01-30,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985040.8663200001,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615,985867.503615
2019-01-31,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,991514.4407200001,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615,987673.933615
2019-02-01,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,994439.8163200002,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999,991343.1236149999
2019-02-04,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,991159.6803200002,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615,990250.873615
2019-02-05,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,987099.6387200002,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615,991822.823615
2019-02-06,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,989535.3835200001,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999,988990.5736149999
2019-02-07,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,993432.4087200001,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615,992115.723615
2019-02-08,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,981169.3463200001,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615,991631.173615
