date,n100_control,n100_th0.1_w5,n100_th0.1_w20,n100_th0.1_w40,n100_th0.125_w5,n100_th0.125_w20,n100_th0.125_w40,n100_th0.15_w5,n100_th0.15_w20,n100_th0.15_w40,n100_th0.2_w5,n100_th0.2_w20,n100_th0.2_w40,n100_th0.25_w5,n100_th0.25_w20,n100_th0.25_w40,mid_control,mid_th0.1_w5,mid_th0.1_w20,mid_th0.1_w40,mid_th0.125_w5,mid_th0.125_w20,mid_th0.125_w40,mid_th0.15_w5,mid_th0.15_w20,mid_th0.15_w40,mid_th0.2_w5,mid_th0.2_w20,mid_th0.2_w40,mid_th0.25_w5,mid_th0.25_w20,mid_th0.25_w40
2021-01-06,1268092.0129450785,1241325.209447609,1241325.209447609,1290063.1894505015,1268041.8163859397,1268041.8163859397,1317137.3994257255,1199222.8678633359,1199222.8678633359,1245957.6067862283,1268092.0129450785,1268092.0129450785,1268092.0129450785,1268092.0129450785,1268092.0129450785,1268092.0129450785,1586787.8332109228,1649517.6278061003,1649517.6278061003,1613741.8652389492,1577820.7106848003,1544364.9975922497,1415984.1338411495,1546431.225904368,1513300.7574090175,1388474.1141379676,1586787.8332109228,1586787.8332109228,1586787.8332109228,1586787.8332109228,1586787.8332109228,1586787.8332109228
2021-01-07,1265652.4807335783,1238948.8203018592,1238948.8203018592,1287583.3079285014,1265609.0292994394,1265609.0292994394,1314605.5350629755,1196901.9642385864,1196901.9642385864,1243582.5054602285,1265652.4807335783,1265652.4807335783,1265652.4807335783,1265652.4807335783,1265652.4807335783,1265652.4807335783,1598926.1257109228,1662110.6916811005,1662110.6916811005,1626081.468113949,1589877.3799598003,1556179.4531172495,1426802.4577661492,1558250.2624543684,1524867.8543840179,1399073.6077129678,1598926.1257109228,1598926.1257109228,1598926.1257109228,1598926.1257109228,1598926.1257109228,1598926.1257109228
2021-01-08,1278832.9807335783,1251830.620301859,1251830.620301859,1301015.7079285015,1278780.6292994395,1278780.6292994395,1328302.2850629753,1209369.664238586,1209369.664238586,1256525.1054602284,1278832.9807335783,1278832.9807335783,1278832.9807335783,1278832.9807335783,1278832.9807335783,1278832.9807335783,1628024.8057109232,1692339.2616811001,1692339.2616811001,1655650.348113949,1618798.2699598004,1584471.5031172493,1452761.4977661495,1586580.4924543682,1552604.4243840177,1424510.3977129676,1628024.8057109232,1628024.8057109232,1628024.8057109232,1628024.8057109232,1628024.8057109232,1628024.8057109232
2021-01-11,1273285.3807335782,1246401.8203018592,1246401.8203018592,1295378.7079285013,1273228.7292994394,1273228.7292994394,1322541.0350629753,1204118.3642385863,1204118.3642385863,1251089.3554602284,1273285.3807335782,1273285.3807335782,1273285.3807335782,1273285.3807335782,1273285.3807335782,1273285.3807335782,1626920.3757109228,1691183.7916811004,1691183.7916811004,1654520.2681139493,1617695.0299598007,1583390.8531172494,1451772.0577661493,1585500.3124543685,1551547.4043840175,1423539.1077129676,1626920.3757109228,1626920.3757109228,1626920.3757109228,1626920.3757109228,1626920.3757109228,1626920.3757109228
2021-01-12,1272843.6807335783,1245995.720301859,1245995.720301859,1294953.1079285012,1272806.6292994395,1272806.6292994395,1322127.2350629752,1203750.814238586,1203750.814238586,1250710.3554602286,1272843.6807335783,1272843.6807335783,1272843.6807335783,1272843.6807335783,1272843.6807335783,1272843.6807335783,1619258.4257109228,1683211.3416811004,1683211.3416811004,1646726.1181139494,1610073.1299598003,1575941.0531172496,1444929.0577661495,1578028.2124543684,1544242.7043840175,1416833.8577129676,1619258.4257109228,1619258.4257109228,1619258.4257109228,1619258.4257109228,1619258.4257109228,1619258.4257109228
2021-01-13,1263494.3007335784,1236845.5703018592,1236845.5703018592,1285404.4479285015,1263456.2492994396,1263456.2492994396,1312404.8950629751,1194892.8042385862,1194892.8042385862,1241532.3454602286,1263494.3007335784,1263494.3007335784,1263494.3007335784,1263494.3007335784,1263494.3007335784,1263494.3007335784,1604807.9057109228,1668191.3616811004,1668191.3616811004,1632039.0481139491,1595709.0199598004,1561887.4031172495,1432036.0477661495,1563953.9424543686,1530470.374384018,1404189.3477129675,1604807.9057109228,1604807.9057109228,1604807.9057109228,1604807.9057109228,1604807.9057109228,1604807.9057109228
2021-01-14,1264247.9207335783,1237578.2203018593,1237578.2203018593,1286176.1879285013,1264204.2692994396,1264204.2692994396,1313142.605062975,1195558.794238586,1195558.794238586,1242274.2854602286,1264247.9207335783,1264247.9207335783,1264247.9207335783,1264247.9207335783,1264247.9207335783,1264247.9207335783,1610806.225710923,1674457.5416811006,1674457.5416811006,1638172.5181139493,1601711.7799598002,1567734.5031172496,1437413.7577661495,1569810.0124543686,1536211.1543840177,1409458.2077129676,1610806.225710923,1610806.225710923,1610806.225710923,1610806.225710923,1610806.225710923,1610806.225710923
2021-01-15,1255896.2207335783,1229413.5203018594,1229413.5203018594,1277671.9379285013,1255867.4692994396,1255867.4692994396,1304374.1050629753,1187585.3442385863,1187585.3442385863,1234039.2854602283,1255896.2207335783,1255896.2207335783,1255896.2207335783,1255896.2207335783,1255896.2207335783,1255896.2207335783,1597310.1857109228,1660447.9316811005,1660447.9316811005,1624471.778113949,1588311.1599598005,1554617.0531172494,1425380.8877661494,1556672.4724543686,1523356.0443840176,1397661.6877129679,1597310.1857109228,1597310.1857109228,1597310.1857109228,1597310.1857109228,1597310.1857109228,1597310.1857109228
2021-01-18,1246108.8207335784,1219829.470301859,1219829.470301859,1267648.1379285015,1246090.2692994396,1246090.2692994396,1294153.6550629754,1178295.544238586,1178295.544238586,1224360.7354602285,1246108.8207335784,1246108.8207335784,1246108.8207335784,1246108.8207335784,1246108.8207335784,1246108.8207335784,1582626.1057109225,1645180.0116811004,1645180.0116811004,1609537.7981139491,1573721.7199598006,1540302.3031172496,1412285.2977661493,1542351.8424543685,1509347.7243840175,1384790.2477129675,1582626.1057109225,1582626.1057109225,1582626.1057109225,1582626.1057109225,1582626.1057109225,1582626.1057109225
2021-01-19,1268332.1707335783,1241547.020301859,1241547.020301859,1290300.0379285014,1268307.4192994395,1268307.4192994395,1317286.8050629753,1199360.044238586,1199360.044238586,1246221.7354602283,1268332.1707335783,1268332.1707335783,1268332.1707335783,1268332.1707335783,1268332.1707335783,1268332.1707335783,1617783.105710923,1681706.6116811004,1681706.6116811004,1645265.0981139494,1608650.6699598003,1574509.1031172494,1443643.9977661497,1576601.2924543682,1542861.3743840177,1415543.8477129678,1617783.105710923,1617783.105710923,1617783.105710923,1617783.105710923,1617783.105710923,1617783.105710923
2021-01-20,1273423.0007335783,1246530.120301859,1246530.120301859,1295485.7979285012,1273401.8492994397,1273401.8492994397,1322557.845062975,1204158.9542385861,1204158.9542385861,1251229.0454602283,1273423.0007335783,1273423.0007335783,1273423.0007335783,1273423.0007335783,1273423.0007335783,1273423.0007335783,1629429.035710923,1693824.6816811005,1693824.6816811005,1657118.9281139495,1620241.0599598004,1585847.4031172497,1454044.9377661496,1587955.3224543682,1553974.8943840177,1425741.5377129675,1629429.035710923,1629429.035710923,1629429.035710923,1629429.035710923,1629429.035710923,1629429.035710923
2021-01-21,1260174.7507335783,1233572.970301859,1233572.970301859,1281990.5479285014,1260151.8992994395,1260151.8992994395,1308844.6950629752,1191659.4542385861,1191659.4542385861,1238247.5954602286,1260174.7507335783,1260174.7507335783,1260174.7507335783,1260174.7507335783,1260174.7507335783,1260174.7507335783,1655799.085710923,1721141.3316811004,1721141.3316811004,1683879.8781139492,1646441.1599598005,1611482.7031172493,1477544.6877661496,1613559.7224543681,1579124.7943840176,1448743.4377129676,1655799.085710923,1655799.085710923,1655799.085710923,1655799.085710923,1655799.085710923,1655799.085710923
2021-01-22,1260281.9107335785,1233671.170301859,1233671.170301859,1282150.9679285015,1260265.3592994397,1260265.3592994397,1308997.875062975,1191834.4742385861,1191834.4742385861,1238346.0154602285,1260281.9107335785,1260281.9107335785,1260281.9107335785,1260281.9107335785,1260281.9107335785,1260281.9107335785,1645379.275710923,1710323.8416811004,1710323.8416811004,1673303.4181139492,1636108.3299598005,1601342.6531172497,1468262.6577661494,1603407.8624543683,1569201.5543840174,1439628.5577129675,1645379.275710923,1645379.275710923,1645379.275710923,1645379.275710923,1645379.275710923,1645379.275710923
2021-01-25,1262833.4207335783,1236176.2703018591,1236176.2703018591,1284787.7879285014,1262825.5692994397,1262825.5692994397,1311609.7050629752,1194201.0442385864,1194201.0442385864,1240883.1854602285,1262833.4207335783,1262833.4207335783,1262833.4207335783,1262833.4207335783,1262833.4207335783,1262833.4207335783,1638636.1757109228,1703309.1416811002,1703309.1416811002,1666445.0681139496,1629411.0299598007,1594792.6531172495,1462243.4077661494,1596816.0624543685,1562776.9043840177,1433729.5577129675,1638636.1757109228,1638636.1757109228,1638636.1757109228,1638636.1757109228,1638636.1757109228,1638636.1757109228
2021-01-27,1249810.1507335783,1223426.420301859,1223426.420301859,1271464.5979285014,1249796.1992994396,1249796.1992994396,1298080.7950629753,1181896.8042385862,1181896.8042385862,1228007.5454602283,1249810.1507335783,1249810.1507335783,1249810.1507335783,1249810.1507335783,1249810.1507335783,1249810.1507335783,1631160.6857109228,1695550.4316811003,1695550.4316811003,1658860.4281139495,1621997.7599598002,1587504.3531172497,1455585.5877661495,1589537.622454368,1555656.9943840175,1427173.4377129674,1631160.6857109228,1631160.6857109228,1631160.6857109228,1631160.6857109228,1631160.6857109228,1631160.6857109228
2021-01-28,1241828.9007335783,1215632.570301859,1215632.570301859,1263348.8479285014,1241822.4492994396,1241822.4492994396,1289762.4950629752,1174317.2542385864,1174317.2542385864,1220176.8454602284,1241828.9007335783,1241828.9007335783,1241828.9007335783,1241828.9007335783,1241828.9007335783,1241828.9007335783,1642068.0557109227,1706826.8616811004,1706826.8616811004,1669922.3981139492,1632842.8699598005,1598096.3531172497,1465300.2477661495,1600098.5424543684,1566067.1243840177,1436664.5477129675,1642068.0557109227,1642068.0557109227,1642068.0557109227,1642068.0557109227,1642068.0557109227,1642068.0557109227
2021-01-29,1224071.1707335783,1198267.670301859,1198267.670301859,1245214.7379285016,1224081.1192994395,1224081.1192994395,1271278.5550629753,1157502.644238586,1157502.644238586,1202717.7354602283,1224071.1707335783,1224071.1707335783,1224071.1707335783,1224071.1707335783,1224071.1707335783,1224071.1707335783,1611334.375710923,1674979.8916811002,1674979.8916811002,1638728.5181139493,1602285.5799598005,1568234.6531172493,1437897.9077661496,1570272.4124543683,1536760.4043840177,1409852.1077129676,1611334.375710923,1611334.375710923,1611334.375710923,1611334.375710923,1611334.375710923,1611334.375710923
2021-02-01,1257949.8107335784,1231401.870301859,1231401.870301859,1279798.9379285015,1257958.3692994397,1257958.3692994397,1306526.3550629753,1189611.4442385864,1189611.4442385864,1236013.5954602284,1257949.8107335784,1257949.8107335784,1257949.8107335784,1257949.8107335784,1257949.8107335784,1257949.8107335784,1649437.375710923,1714569.1416811005,1714569.1416811005,1677433.0681139491,1640122.0299598002,1605317.9531172493,1471876.8077661495,1607402.7624543684,1573069.754384018,1443204.0577129675,1649437.375710923,1649437.375710923,1649437.375710923,1649437.375710923,1649437.375710923,1649437.375710923
2021-02-02,1276461.6007335784,1249487.3003018592,1249487.3003018592,1298625.6279285012,1276465.0292994396,1276465.0292994396,1325759.2750629752,1207141.6142385863,1207141.6142385863,1254185.1754602285,1276461.6007335784,1276461.6007335784,1276461.6007335784,1276461.6007335784,1276461.6007335784,1276461.6007335784,1683662.6857109226,1750080.9316811007,1750080.9316811007,1712187.6281139492,1674111.1099598003,1638619.2531172496,1502386.4377661496,1640718.0724543687,1605701.5943840176,1473122.9877129674,1683662.6857109226,1683662.6857109226,1683662.6857109226,1683662.6857109226,1683662.6857109226,1683662.6857109226
2021-02-03,1291574.4607335783,1264276.180301859,1264276.180301859,1314023.8179285016,1291579.0892994395,1291579.0892994395,1341485.1450629754,1221450.4842385864,1221450.4842385864,1269080.3354602284,1291574.4607335783,1291574.4607335783,1291574.4607335783,1291574.4607335783,1291574.4607335783,1291574.4607335783,1700141.0757109227,1767239.7916811004,1767239.7916811004,1728964.2181139495,1690512.3799598003,1654643.8031172496,1517112.4577661494,1656807.7624543684,1621418.3043840178,1487554.9077129674,1700141.0757109227,1700141.0757109227,1700141.0757109227,1700141.0757109227,1700141.0757109227,1700141.0757109227
2021-02-04,1306705.2507335783,1279059.540301859,1279059.540301859,1329436.2779285014,1306714.4992994396,1306714.4992994396,1357230.0550629753,1235830.4542385866,1235830.4542385866,1283914.1054602284,1306705.2507335783,1306705.2507335783,1306705.2507335783,1306705.2507335783,1306705.2507335783,1306705.2507335783,1719409.885710923,1787248.5816811004,1787248.5816811004,1748546.928113949,1709667.3099598004,1673394.7531172493,1534296.5877661495,1675562.4724543684,1639797.4443840177,1504408.9377129676,1719409.885710923,1719409.885710923,1719409.885710923,1719409.885710923,1719409.885710923,1719409.885710923
2021-02-05,1308620.2821085784,1280921.315101859,1280921.315101859,1331389.8873785012,1308627.4406744395,1308627.4406744395,1359250.8975879755,1237641.6259635864,1237641.6259635864,1285840.3832602284,1308620.2821085784,1308620.2821085784,1308620.2821085784,1308620.2821085784,1308620.2821085784,1308620.2821085784,1713796.5279109231,1781426.9425811004,1781426.9425811004,1742836.5663889488,1704088.3966598005,1667936.2389172495,1529277.6910661492,1670085.052579368,1634446.8318340178,1499493.2977879676,1713796.5279109231,1713796.5279109231,1713796.5279109231,1713796.5279109231,1713796.5279109231,1713796.5279109231
2021-02-08,1322398.7821085786,1294351.145101859,1294351.145101859,1345412.0173785014,1322400.8206744397,1322400.8206744397,1373586.5775879754,1250699.5359635863,1250699.5359635863,1299423.8632602284,1322398.7821085786,1322398.7821085786,1322398.7821085786,1322398.7821085786,1322398.7821085786,1322398.7821085786,1732412.1479109232,1800776.2825811002,1800776.2825811002,1761783.5063889492,1722602.7766598004,1686071.0389172495,1545886.3810661493,1688234.9125793679,1652206.1518340176,1515770.1477879672,1732412.1479109232,1732412.1479109232,1732412.1479109232,1732412.1479109232,1732412.1479109232,1732412.1479109232
2021-02-09,1325014.6321085782,1296926.6051018592,1296926.6051018592,1348112.0273785014,1325011.6306744395,1325011.6306744395,1376255.3375879752,1253123.0559635863,1253123.0559635863,1302003.8732602287,1325014.6321085782,1325014.6321085782,1325014.6321085782,1325014.6321085782,1325014.6321085782,1325014.6321085782,1734999.7679109233,1803476.4125811001,1803476.4125811001,1764420.516388949,1725188.1766598003,1688598.5889172496,1548195.0210661492,1690755.992579368,1654677.2118340177,1518045.6477879672,1734999.7679109233,1734999.7679109233,1734999.7679109233,1734999.7679109233,1734999.7679109233,1734999.7679109233
2021-02-10,1321888.7821085786,1293879.5351018591,1293879.5351018591,1344937.0573785016,1321892.8606744397,1321892.8606744397,1373054.9175879753,1250202.6159635864,1250202.6159635864,1298956.7032602285,1321888.7821085786,1321888.7821085786,1321888.7821085786,1321888.7821085786,1321888.7821085786,1321888.7821085786,1731516.4879109233,1799867.7425811002,1799867.7425811002,1760868.7563889492,1721724.0566598007,1685197.5889172496,1545093.0210661492,1687355.7925793678,1651366.9318340179,1515009.8777879677,1731516.4879109233,1731516.4879109233,1731516.4879109233,1731516.4879109233,1731516.4879109233,1731516.4879109233
2021-02-11,1327541.7121085783,1299378.795101859,1299378.795101859,1350681.977378501,1327534.0506744396,1327534.0506744396,1378920.0175879754,1255536.995963586,1255536.995963586,1304530.7232602285,1327541.7121085783,1327541.7121085783,1327541.7121085783,1327541.7121085783,1327541.7121085783,1327541.7121085783,1735335.5879109232,1803855.9925811002,1803855.9925811002,1764752.1263889493,1725532.0766598005,1688917.8389172496,1548508.8110661493,1691072.072579368,1655021.471834018,1518368.9477879675,1735335.5879109232,1735335.5879109232,1735335.5879109232,1735335.5879109232,1735335.5879109232,1735335.5879109232
2021-02-12,1330080.1021085787,1301818.885101859,1301818.885101859,1353226.1473785015,1330078.33067444,1330078.33067444,1381528.5775879754,1257958.2059635862,1257958.2059635862,1306975.8932602284,1330080.1021085787,1330080.1021085787,1330080.1021085787,1330080.1021085787,1330080.1021085787,1330080.1021085787,1743923.0679109232,1812765.5225811,1812765.5225811,1773502.9063889491,1734072.8666598005,1697293.0889172493,1556163.4410661494,1699452.1625793679,1663197.6918340176,1525865.3577879677,1743923.0679109232,1743923.0679109232,1743923.0679109232,1743923.0679109232,1743923.0679109232,1743923.0679109232
2021-02-15,1366425.0821085784,1337302.1151018592,1337302.1151018592,1390260.7873785011,1366414.0406744396,1366414.0406744396,1419035.697587975,1292133.8759635861,1292133.8759635861,1342602.5832602284,1366425.0821085784,1366425.0821085784,1366425.0821085784,1366425.0821085784,1366425.0821085784,1366425.0821085784,1766554.6079109232,1836252.0325811002,1836252.0325811002,1796528.806388949,1756547.5466598005,1719313.5889172496,1576336.531066149,1721534.492579368,1684738.721834018,1545614.7877879674,1766554.6079109232,1766554.6079109232,1766554.6079109232,1766554.6079109232,1766554.6079109232,1766554.6079109232
2021-02-16,1406592.3121085784,1376543.4951018589,1376543.4951018589,1431137.377378501,1406594.4006744397,1406594.4006744397,1460710.1675879755,1330117.045963586,1330117.045963586,1382072.6232602284,1406592.3121085784,1406592.3121085784,1406592.3121085784,1406592.3121085784,1406592.3121085784,1406592.3121085784,1770413.947910923,1840302.7825811002,1840302.7825811002,1800465.346388949,1760391.9666598006,1723040.5389172495,1579800.1610661494,1725314.572579368,1688413.1318340176,1549016.9877879675,1770413.947910923,1770413.947910923,1770413.947910923,1770413.947910923,1770413.947910923,1770413.947910923
2021-02-17,1416846.2921085784,1386633.8951018592,1386633.8951018592,1441572.5873785012,1416872.1806744395,1416872.1806744395,1471334.0075879754,1339806.8559635861,1339806.8559635861,1392140.2332602285,1416846.2921085784,1416846.2921085784,1416846.2921085784,1416846.2921085784,1416846.2921085784,1416846.2921085784,1761810.3779109232,1831375.7425811002,1831375.7425811002,1791700.346388949,1751826.6766598006,1714634.1389172496,1572137.7010661494,1716926.8725793678,1680223.1418340178,1541501.8277879674,1761810.3779109232,1761810.3779109232,1761810.3779109232,1761810.3779109232,1761810.3779109232,1761810.3779109232
2021-02-18,1436111.1221085782,1405489.265101859,1405489.265101859,1461115.2173785013,1436155.8306744394,1436155.8306744394,1491424.0675879754,1358135.4559635862,1358135.4559635862,1411068.5132602283,1436111.1221085782,1436111.1221085782,1436111.1221085782,1436111.1221085782,1436111.1221085782,1436111.1221085782,1757426.5979109232,1826832.1425811,1826832.1425811,1787232.766388949,1747468.3866598005,1710349.7889172495,1568240.9910661492,1712647.512579368,1676055.4218340176,1537683.9777879673,1757426.5979109232,1757426.5979109232,1757426.5979109232,1757426.5979109232,1757426.5979109232,1757426.5979109232
2021-02-19,1428964.0621085786,1398522.7351018589,1398522.7351018589,1453826.7673785016,1429008.1906744395,1429008.1906744395,1484171.3075879754,1351503.825963586,1351503.825963586,1404134.2632602286,1428964.0621085786,1428964.0621085786,1428964.0621085786,1428964.0621085786,1428964.0621085786,1428964.0621085786,1763581.0479109231,1833206.2725811005,1833206.2725811005,1793495.436388949,1753587.3566598005,1716353.7889172495,1573717.301066149,1718646.322579368,1681912.261834018,1543052.3577879674,1763581.0479109231,1763581.0479109231,1763581.0479109231,1763581.0479109231,1763581.0479109231,1763581.0479109231
2021-02-22,1423459.0421085784,1393194.0851018594,1393194.0851018594,1448255.4273785015,1423517.1706744395,1423517.1706744395,1478461.2975879754,1346283.7859635863,1346283.7859635863,1398772.2732602288,1423459.0421085784,1423459.0421085784,1423459.0421085784,1423459.0421085784,1423459.0421085784,1423459.0421085784,1752982.3179109232,1822198.7625811002,1822198.7625811002,1782709.5163889495,1743054.6266598005,1706021.4389172494,1564269.2710661492,1708310.7925793682,1671810.3118340177,1533799.2477879676,1752982.3179109232,1752982.3179109232,1752982.3179109232,1752982.3179109232,1752982.3179109232,1752982.3179109232
2021-02-23,1431155.9821085783,1400758.655101859,1400758.655101859,1456176.0273785016,1431210.4306744395,1431210.4306744395,1486438.9375879755,1353545.2059635862,1353545.2059635862,1406367.3232602286,1431155.9821085783,1431155.9821085783,1431155.9821085783,1431155.9821085783,1431155.9821085783,1431155.9821085783,1759111.6579109232,1828561.7625811002,1828561.7625811002,1788944.326388949,1749149.7666598004,1711979.6389172496,1569744.9910661492,1714281.8525793678,1677666.5618340177,1539160.4177879675,1759111.6579109232,1759111.6579109232,1759111.6579109232,1759111.6579109232,1759111.6579109232,1759111.6579109232
2021-02-24,1445870.2621085786,1415098.045101859,1415098.045101859,1471104.3773785012,1445915.9006744397,1445915.9006744397,1501662.4675879753,1367436.3959635862,1367436.3959635862,1420728.2732602283,1445870.2621085786,1445870.2621085786,1445870.2621085786,1445870.2621085786,1445870.2621085786,1445870.2621085786,1771110.707910923,1841013.0225811005,1841013.0225811005,1801151.4463889487,1761062.2866598007,1723652.3389172496,1580445.7210661492,1725987.4425793677,1689096.2518340177,1549627.5577879674,1771110.707910923,1771110.707910923,1771110.707910923,1771110.707910923,1771110.707910923,1771110.707910923
2021-02-25,1458878.8221085784,1427817.2051018593,1427817.2051018593,1484371.3073785012,1458936.0706744397,1458936.0706744397,1515239.9075879753,1379765.0859635863,1379765.0859635863,1433603.3532602284,1458878.8221085784,1458878.8221085784,1458878.8221085784,1458878.8221085784,1458878.8221085784,1458878.8221085784,1793776.8179109232,1864555.9025811004,1864555.9025811004,1824196.4263889492,1783581.7366598006,1745709.1389172496,1600661.6510661491,1748078.922579368,1710709.4318340179,1569429.8877879675,1793776.8179109232,1793776.8179109232,1793776.8179109232,1793776.8179109232,1793776.8179109232,1793776.8179109232
2021-02-26,1441124.9721085785,1410470.5751018592,1410470.5751018592,1466253.3773785015,1441182.8406744397,1441182.8406744397,1496725.3775879752,1362933.2259635862,1362933.2259635862,1416080.3232602288,1441124.9721085785,1441124.9721085785,1441124.9721085785,1441124.9721085785,1441124.9721085785,1441124.9721085785,1786365.5479109234,1856861.0825811005,1856861.0825811005,1816649.3963889494,1776202.1666598006,1738481.0389172495,1594050.3110661493,1740856.972579368,1703645.3818340176,1562946.4877879675,1786365.5479109234,1786365.5479109234,1786365.5479109234,1786365.5479109234,1786365.5479109234,1786365.5479109234
2021-03-01,1450913.6421085785,1420021.635101859,1420021.635101859,1476210.7773785014,1450961.97067444,1450961.97067444,1506901.3475879754,1372176.8859635864,1372176.8859635864,1425678.7232602285,1450913.6421085785,1450913.6421085785,1450913.6421085785,1450913.6421085785,1450913.6421085785,1450913.6421085785,1791471.5879109232,1862181.6925811004,1862181.6925811004,1821851.4063889491,1781285.8066598005,1743431.6889172494,1598631.4210661494,1745836.992579368,1708527.531834018,1567428.7777879676,1791471.5879109232,1791471.5879109232,1791471.5879109232,1791471.5879109232,1791471.5879109232,1791471.5879109232
2021-03-02,1473814.4321085787,1442407.0951018587,1442407.0951018587,1499516.1173785015,1473848.57067444,1473848.57067444,1530752.3275879754,1393863.2359635863,1393863.2359635863,1448263.1632602285,1473814.4321085787,1473814.4321085787,1473814.4321085787,1473814.4321085787,1473814.4321085787,1473814.4321085787,1815605.5679109232,1887271.3625811003,1887271.3625811003,1846391.3863889491,1805258.0466598005,1766884.3889172496,1620173.0110661492,1769373.0225793677,1731541.6518340176,1588525.1677879677,1815605.5679109232,1815605.5679109232,1815605.5679109232,1815605.5679109232,1815605.5679109232,1815605.5679109232
2021-03-03,1499973.0121085786,1467966.945101859,1467966.945101859,1526125.9273785013,1500001.0006744398,1500001.0006744398,1557947.9675879753,1418641.8959635862,1418641.8959635862,1473958.4732602285,1499973.0121085786,1499973.0121085786,1499973.0121085786,1499973.0121085786,1499973.0121085786,1499973.0121085786,1844860.8179109232,1917686.8625811003,1917686.8625811003,1876152.866388949,1834320.9766598006,1795290.0889172496,1646300.7210661492,1797917.342579368,1759438.511834018,1614106.1977879675,1844860.8179109232,1844860.8179109232,1844860.8179109232,1844860.8179109232,1844860.8179109232,1844860.8179109232
2021-03-04,1507563.3421085782,1475403.765101859,1475403.765101859,1533855.6073785012,1507593.2006744393,1507593.2006744393,1565859.8275879752,1425828.5959635861,1425828.5959635861,1481426.8032602286,1507563.3421085782,1507563.3421085782,1507563.3421085782,1507563.3421085782,1507563.3421085782,1507563.3421085782,1855020.9179109233,1928243.0625811,1928243.0625811,1886481.9863889492,1844400.8466598005,1805138.6389172496,1655382.8110661495,1807829.7725793682,1769138.151834018,1622982.5177879673,1855020.9179109233,1855020.9179109233,1855020.9179109233,1855020.9179109233,1855020.9179109233,1855020.9179109233
2021-03-05,1480311.0817985784,1448743.3180668592,1448743.3180668592,1506123.6872685016,1480350.4990644397,1480350.4990644397,1537597.1251929752,1400069.439768586,1400069.439768586,1454657.7695602283,1480311.0817985784,1480311.0817985784,1480311.0817985784,1480311.0817985784,1480311.0817985784,1480311.0817985784,1833182.2727609233,1905539.2785561003,1905539.2785561003,1864299.282108949,1822687.0703298007,1783831.6555322497,1635875.6784861498,1786521.3962493679,1748259.931054018,1603870.0904829677,1833182.2727609233,1833182.2727609233,1833182.2727609233,1833182.2727609233,1833182.2727609233,1833182.2727609233
2021-03-08,1476828.4717985783,1445367.3080668594,1445367.3080668594,1502628.8272685017,1476867.8890644396,1476867.8890644396,1534011.105192975,1396785.419768586,1396785.419768586,1451269.9195602285,1476828.4717985783,1476828.4717985783,1476828.4717985783,1476828.4717985783,1476828.4717985783,1476828.4717985783,1844245.9627609232,1917046.0385561006,1917046.0385561006,1875578.572108949,1833697.0903298007,1794599.5355322498,1645750.9284861498,1797303.956249368,1758829.701054018,1613532.2604829676,1844245.9627609232,1844245.9627609232,1844245.9627609232,1844245.9627609232,1844245.9627609232,1844245.9627609232
2021-03-09,1466599.741798578,1435380.2280668593,1435380.2280668593,1492247.2072685019,1466639.1590644394,1466639.1590644394,1523404.175192975,1387099.049768586,1387099.049768586,1441244.3695602284,1466599.741798578,1466599.741798578,1466599.741798578,1466599.741798578,1466599.741798578,1466599.741798578,1851930.3827609231,1925040.1685561007,1925040.1685561007,1883316.4221089492,1841298.4803298009,1802170.85553225,1652639.5284861499,1804869.446249368,1766265.781054018,1620215.2504829678,1851930.3827609231,1851930.3827609231,1851930.3827609231,1851930.3827609231,1851930.3827609231,1851930.3827609231
2021-03-10,1467375.001798578,1436158.5880668592,1436158.5880668592,1493025.8172685017,1467414.4190644394,1467414.4190644394,1524205.2451929748,1387827.419768586,1387827.419768586,1442003.7695602283,1467375.001798578,1467375.001798578,1467375.001798578,1467375.001798578,1467375.001798578,1467375.001798578,1892741.7427609235,1967420.9085561004,1967420.9085561004,1924785.0821089493,1881831.5103298011,1841936.0355322498,1689020.6884861495,1844679.026249368,1805247.8810540177,1655836.430482968,1892741.7427609235,1892741.7427609235,1892741.7427609235,1892741.7427609235,1892741.7427609235,1892741.7427609235
2021-03-12,1464092.5717985781,1432922.1080668592,1432922.1080668592,1489712.9372685018,1464131.9890644394,1464131.9890644394,1520812.685192975,1384733.909768586,1384733.909768586,1438790.8195602281,1464092.5717985781,1464092.5717985781,1464092.5717985781,1464092.5717985781,1464092.5717985781,1464092.5717985781,1893575.9027609231,1968237.8985561004,1968237.8985561004,1925561.8621089493,1882594.5103298007,1842789.8055322499,1689725.5184861496,1845520.726249368,1806059.2510540178,1656527.6304829677,1893575.9027609231,1893575.9027609231,1893575.9027609231,1893575.9027609231,1893575.9027609231,1893575.9027609231
2021-03-15,1450950.3317985781,1420082.5880668592,1420082.5880668592,1476408.3072685015,1450989.7490644394,1450989.7490644394,1507183.075192975,1372301.949768586,1372301.949768586,1425914.6395602282,1450950.3317985781,1450950.3317985781,1450950.3317985781,1450950.3317985781,1450950.3317985781,1450950.3317985781,1892677.7227609232,1967279.1285561007,1967279.1285561007,1924618.7821089488,1881661.9203298008,1841946.0555322499,1688906.5284861494,1844663.9962493677,1805222.8810540177,1655698.7904829676,1892677.7227609232,1892677.7227609232,1892677.7227609232,1892677.7227609232,1892677.7227609232,1892677.7227609232
