effective_date,symbols
2026-09-30,"360ONE,ABBOTINDIA,ABCAPITAL,AIAENG,AIIL,AJANTPHARM,ALKEM,ANTHEM,APARINDS,APLAPOLLO,ASHOKLEY,ASTERDM,ASTRAL,ATGL,AUBANK,AUROPHARMA,BAJAJHFL,BALKRISIND,BANKINDIA,BDL,BERGEPAINT,BHARATFORG,BHARTIHEXA,BHEL,BIOCON,BLUESTARCO,COCHINSHIP,COFORGE,COLPAL,CONCOR,COROMANDEL,CRISIL,DABUR,DALBHARAT,DIXON,EMBASSY,ENDURANCE,ESCORTS,EXIDEIND,FACT,FEDERALBNK,FLUOROCHEM,FORTIS,GICRE,GLAXO,GLENMARK,GMRAIRPORT,GODFRYPHLP,GODREJIND,GODREJPROP,GROWW,GVT&D,HAVELLS,HDBFS,HEROMOTOCO,HEXT,HINDCOPPER,HINDPETRO,HUDCO,ICICIAMC,ICICIGI,ICICIPRULI,IDFCFIRSTB,INDHOTEL,INDIANB,INDUSINDBK,INDUSTOWER,IOB,IPCALAB,IRCTC,IREDA,ITCHOTELS,JKCEMENT,JSL,JSWENERGY,JSWINFRA,JUBLFOOD,KALYANKJIL,KEI,KPRMILL,LAURUSLABS,LENSKART,LGEINDIA,LICHSGFIN,LICI,LINDEINDIA,LLOYDSME,LODHA,LTF,LTTS,LUPIN,M&MFIN,MAHABANK,MANKIND,MARICO,MCX,MEDANTA,MEESHO,MFSL,MOTILALOFS,MPHASIS,MRF,NAM-INDIA,NATIONALUM,NAUKRI,NH,NHPC,NLCINDIA,NMDC,NTPCGREEN,NYKAA,OBEROIRLTY,OFSS,OIL,PAGEIND,PATANJALI,PAYTM,PERSISTENT,PETRONET,PHOENIXLTD,PIIND,PIRAMALFIN,POLICYBZR,PREMIERENE,PRESTIGE,RADICO,RECLTD,RVNL,SAIL,SBICARD,SCHAEFFLER,SHREECEM,SRF,SUNDARMFIN,SUPREMEIND,SUZLON,SWIGGY,TATACOMM,TATAINVEST,THERMAX,TIINDIA,TORNTPOWER,UBL,UNITDSPR,UNOMINDA,UPL,VMM,VOLTAS,WAAREEENER,YESBANK"
