effective_date,symbols
2026-09-30,"360ONE,ABCAPITAL,APARINDS,APLAPOLLO,ASHOKLEY,ASTRAL,ATGL,AUBANK,AUROPHARMA,BANKINDIA,BDL,BHARATFORG,BHEL,BIOCON,BLUESTARCO,COCHINSHIP,COFORGE,COLPAL,CONCOR,DABUR,DIXON,EXIDEIND,FEDERALBNK,FORTIS,GLENMARK,GMRAIRPORT,GODFRYPHLP,GODREJPROP,GROWW,GVT&D,HAVELLS,HEROMOTOCO,HINDCOPPER,HINDPETRO,ICICIAMC,ICICIGI,IDFCFIRSTB,INDHOTEL,INDIANB,INDUSINDBK,INDUSTOWER,IRCTC,IREDA,JSWENERGY,JUBLFOOD,KALYANKJIL,KEI,LAURUSLABS,LENSKART,LGEINDIA,LICHSGFIN,LICI,LODHA,LTF,LUPIN,M&MFIN,MAHABANK,MANKIND,MARICO,MCX,MEESHO,MFSL,MOTILALOFS,MPHASIS,MRF,NATIONALUM,NAUKRI,NHPC,NLCINDIA,NMDC,NYKAA,OBEROIRLTY,OFSS,OIL,PAGEIND,PATANJALI,PAYTM,PERSISTENT,PHOENIXLTD,PIIND,POLICYBZR,PREMIERENE,PRESTIGE,RADICO,RECLTD,RVNL,SAIL,SBICARD,SRF,SUPREMEIND,SUZLON,SWIGGY,TATACOMM,TIINDIA,UNITDSPR,UPL,VMM,VOLTAS,WAAREEENER,YESBANK"
