effective_date,index_type,inclusions,exclusions,symbols
2013-04-01,Nifty100,"BAJAJFINSV,NMDC,TATAGLOBAL,UBL","BIOCON,GMRINFRA,TORNTPOWER,WIPRO","ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BANKBARODA,BANKINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CANBK,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DRREDDY,EXIDEIND,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,IBP,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MOSERBAER,MPHASIS,MTNL,NATIONALUM,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SIEMENS,STERLITE,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2014-09-19,Nifty100,"AUROPHARMA,MOTHERSUMI","MPHASIS,MCDOWELL-N","ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BANKBARODA,BANKINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CANBK,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DRREDDY,EXIDEIND,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,IBP,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SIEMENS,STERLITE,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2015-03-27,Nifty100,"IBULHSGFIN,MCDOWELL-N","DLF,JINDALSTEL","ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BANKBARODA,BANKINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CANBK,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DRREDDY,EXIDEIND,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SIEMENS,STERLITE,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2015-09-28,Nifty100,ASHOKLEY,CROMPGREAV,"ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BANKBARODA,BANKINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CANBK,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DRREDDY,EXIDEIND,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SIEMENS,STERLITE,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2015-10-19,Nifty100,IOC,ABIRLANUVO,"ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BANKBARODA,BANKINDIA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CANBK,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DRREDDY,EXIDEIND,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IOC,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SIEMENS,STERLITE,SUNPHARMA,TATACHEM,TATAGLOBAL,TATAMOTORS,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2016-04-01,Nifty100,"ABB,BAJFINANCE,BEL,CADILAHC,CASTROLIND,DLF,EMAMILTD,HINDZINC,NHPC,PIDILITIND,PGHH,SHREECEM,TATAMTRDVR,TORNTPHARM","BAJAJHLDNG,BANKINDIA,CANBK,EXIDEIND,FEDERALBNK,M&MFIN,MRF,PETRONET,RELCAPITAL,RELINFRA,SUNDARMFIN,TATACHEM,TATAGLOBAL","ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CADILAHC,CASTROLIND,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DLF,DRREDDY,EMAMILTD,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INFY,INGERRAND,INGVYSYABANK,IOB,IOC,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NHPC,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PFIZER,PGHH,PIDILITIND,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SHREECEM,SIEMENS,STERLITE,SUNPHARMA,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TORNTPHARM,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2016-09-30,Nifty100,"INDIGO,PEL","RCOM,RECLTD","ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CADILAHC,CASTROLIND,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DLF,DRREDDY,EMAMILTD,GAIL,GESHIP,GLAXO,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INDIGO,INFY,INGERRAND,INGVYSYABANK,IOB,IOC,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NHPC,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PEL,PFIZER,PGHH,PIDILITIND,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SHREECEM,SIEMENS,STERLITE,SUNPHARMA,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TORNTPHARM,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2016-11-15,Nifty100,HAVELLS,CAIRN,"ABB,ACC,AMBUJACEM,ANDHRABANK,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BEL,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,CADILAHC,CASTROLIND,CHENNPETRO,CIPLA,CORPBANK,CUMMINSIND,DABUR,DLF,DRREDDY,EMAMILTD,GAIL,GESHIP,GLAXO,GRASIM,HAVELLS,HCLTECH,HDFCBANK,HEROMOTOCOP,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBP,IBULHSGFIN,ICICIBANK,IDBI,IDEA,IFCI,INDIGO,INFY,INGERRAND,INGVYSYABANK,IOB,IOC,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,KOTAKBANK,KRL,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MOSERBAER,MOTHERSUMI,MTNL,NATIONALUM,NHPC,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PEL,PFIZER,PGHH,PIDILITIND,PIRAMALENT,PNB,POLARIS,PTL,RANBAXY,RAYMOND,REL,RELIANCE,SAIL,SANOFI,SATYAMCOMP,SBIN,SCI,SHREECEM,SIEMENS,STERLITE,SUNPHARMA,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TORNTPHARM,TTML,TVSMOTOR,UBL,UNIONBANK,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2017-03-31,Nifty100,"ICICIPRULI,PETRONET,INOXWIND,JETAIRWAYS,JUSTDIAL,NETWORK18,PERSISTENT,RECLTD,SADBHAV,APOLLOHOSP,BHARATFORG,CASTROLIND,ENDURANCE,LTI,LTTS,MANAPPURAM,MOTILALOFS,ALOKTEXT,BRFL,BRIGADE,DYNAMATECH,FLFL,INGERRAND,IPAPPM,JPPOWER,JPINFRATEC,JSWHL,KSBPUMPS,LAOPALA,LITL,LINDEINDIA,MAHLIFE,MAYURUNIQ,SEQUENT,SHOPERSTOP,SIMPLEXINF,SINTEX,SITINET,SBBJ,MYSOREBANK,SBT,DBL,FMGOETZE,FRETAIL,GHCL,GNFC,GUJALKALI,KNRCON,MAXINDIA,MGL,MINDACORP,MINDAIND,NAVNETEDUL,NBVENTURES,PARAGMILK,RATNAMANI,SHILPI,STRTECH,SUDARSCHEM,TATAELXSI,TATAINVEST,HAVELLS,CROMPTON,QUESS,IBULHSGFIN,BHEL,IDEA,HEXAWARE,GUJFLUORO,IOB,PFIZER,DALMIABHA,LALPATHLAB,EDELWEISS,NIFTY,ASTRAZEN,GRANULES,KPIT,NIITTECH,SUVEN,ADVENZYMES,CANFINHOME,ESCORTS,MMTC,MOIL,UJJIVAN,VGUARD,BFUTILITIE,HFCL,INTELLECT,KITEX,MARKSANS,MCLEODRUSS,PFS,HCC,SWANENERGY,TRIDENT,ADANIENT,HDIL,PEL,IBREALEST,IDFCBANK,INDIACEM,ALKEM,CORPBANK,DEN,EROSMEDIA,GVKPIL,LAKSHVILAS,NBCC,PUNJLLOYD,ROLTA,RENUKA,AEGISCHEM,BBTC,INFIBEAM,CUB,KTKBANK,PIIND,LUPIN,IOC,RPOWER,MRF,DIVISLAB,ASIANPAINT,HCLTECH,INFY,TCS,BRITANNIA,GODREJCP,M&M,MARICO","APOLLOHOSP,BHARATFORG,CASTROLIND","ABB,ACC,ADANIENT,ADVENZYMES,AEGISCHEM,ALKEM,ALOKTEXT,AMBUJACEM,ANDHRABANK,APOLLOHOSP,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,ASTRAZEN,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BBTC,BEL,BFUTILITIE,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,BRFL,BRIGADE,BRITANNIA,CADILAHC,CANFINHOME,CASTROLIND,CHENNPETRO,CIPLA,CORPBANK,CROMPTON,CUB,CUMMINSIND,DABUR,DALMIABHA,DBL,DEN,DIVISLAB,DLF,DRREDDY,DYNAMATECH,EDELWEISS,EMAMILTD,ENDURANCE,EROSMEDIA,ESCORTS,FLFL,FMGOETZE,FRETAIL,GAIL,GESHIP,GHCL,GLAXO,GNFC,GODREJCP,GRANULES,GRASIM,GUJALKALI,GUJFLUORO,GVKPIL,HAVELLS,HCC,HCLTECH,HDFCBANK,HDIL,HEROMOTOCOP,HEXAWARE,HFCL,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBP,IBREALEST,IBULHSGFIN,ICICIBANK,ICICIPRULI,IDBI,IDEA,IDFCBANK,IFCI,INDIACEM,INDIGO,INFIBEAM,INFY,INGERRAND,INGVYSYABANK,INOXWIND,INTELLECT,IOB,IOC,IPAPPM,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,JPINFRATEC,JPPOWER,JSWHL,JUSTDIAL,KITEX,KNRCON,KOTAKBANK,KPIT,KRL,KSBPUMPS,KTKBANK,LAKSHVILAS,LALPATHLAB,LAOPALA,LICHSGFIN,LINDEINDIA,LITL,LT,LTI,LTTS,LUPIN,M&M,MAHLIFE,MANAPPURAM,MARICO,MARKSANS,MARUTI,MAXINDIA,MAYURUNIQ,MCDOWELL-N,MCLEODRUSS,MGL,MINDACORP,MINDAIND,MMTC,MOIL,MOSERBAER,MOTHERSUMI,MOTILALOFS,MRF,MTNL,MYSOREBANK,NATIONALUM,NAVNETEDUL,NBCC,NBVENTURES,NETWORK18,NHPC,NIFTY,NIITTECH,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PARAGMILK,PEL,PERSISTENT,PETRONET,PFIZER,PFS,PGHH,PIDILITIND,PIIND,PIRAMALENT,PNB,POLARIS,PTL,PUNJLLOYD,QUESS,RANBAXY,RATNAMANI,RAYMOND,RECLTD,REL,RELIANCE,RENUKA,ROLTA,RPOWER,SADBHAV,SAIL,SANOFI,SATYAMCOMP,SBBJ,SBIN,SBT,SCI,SEQUENT,SHILPI,SHOPERSTOP,SHREECEM,SIEMENS,SIMPLEXINF,SINTEX,SITINET,STERLITE,STRTECH,SUDARSCHEM,SUNPHARMA,SUVEN,SWANENERGY,TATAELXSI,TATAINVEST,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TORNTPHARM,TRIDENT,TTML,TVSMOTOR,UBL,UJJIVAN,UNIONBANK,VGUARD,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2017-05-26,Nifty100,"ABIRLANUVO,SUNTV,FRETAIL,MGL,LAURUSLABS,PNBHOUSING,VEDL,DALMIABHA,NIFTY,GNFC",GRASIM,"ABB,ABIRLANUVO,ACC,ADANIENT,ADVENZYMES,AEGISCHEM,ALKEM,ALOKTEXT,AMBUJACEM,ANDHRABANK,APOLLOHOSP,APOLLOTYRE,ARICENT,ASHOKLEY,ASIANPAINT,ASTRAZEN,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BANKBARODA,BBTC,BEL,BFUTILITIE,BHARATFORG,BHARTIARTL,BHEL,BONGAIGAON,BOSCHLTD,BPCL,BRFL,BRIGADE,BRITANNIA,CADILAHC,CANFINHOME,CASTROLIND,CHENNPETRO,CIPLA,CORPBANK,CROMPTON,CUB,CUMMINSIND,DABUR,DALMIABHA,DBL,DEN,DIVISLAB,DLF,DRREDDY,DYNAMATECH,EDELWEISS,EMAMILTD,ENDURANCE,EROSMEDIA,ESCORTS,FLFL,FMGOETZE,FRETAIL,GAIL,GESHIP,GHCL,GLAXO,GNFC,GODREJCP,GRANULES,GUJALKALI,GUJFLUORO,GVKPIL,HAVELLS,HCC,HCLTECH,HDFCBANK,HDIL,HEROMOTOCOP,HEXAWARE,HFCL,HINDALCO,HINDPETRO,HINDUNILVR,HINDZINC,IBP,IBREALEST,IBULHSGFIN,ICICIBANK,ICICIPRULI,IDBI,IDEA,IDFCBANK,IFCI,INDIACEM,INDIGO,INFIBEAM,INFY,INGERRAND,INGVYSYABANK,INOXWIND,INTELLECT,IOB,IOC,IPAPPM,IPCL,ITC,JETAIRWAYS,JPASSOCIAT,JPINFRATEC,JPPOWER,JSWHL,JUSTDIAL,KITEX,KNRCON,KOTAKBANK,KPIT,KRL,KSBPUMPS,KTKBANK,LAKSHVILAS,LALPATHLAB,LAOPALA,LAURUSLABS,LICHSGFIN,LINDEINDIA,LITL,LT,LTI,LTTS,LUPIN,M&M,MAHLIFE,MANAPPURAM,MARICO,MARKSANS,MARUTI,MAXINDIA,MAYURUNIQ,MCDOWELL-N,MCLEODRUSS,MGL,MINDACORP,MINDAIND,MMTC,MOIL,MOSERBAER,MOTHERSUMI,MOTILALOFS,MRF,MTNL,MYSOREBANK,NATIONALUM,NAVNETEDUL,NBCC,NBVENTURES,NETWORK18,NHPC,NIFTY,NIITTECH,NIRMA,NMDC,OFSS,ONGC,ORIENTBANK,PARAGMILK,PEL,PERSISTENT,PETRONET,PFIZER,PFS,PGHH,PIDILITIND,PIIND,PIRAMALENT,PNB,PNBHOUSING,POLARIS,PTL,PUNJLLOYD,QUESS,RANBAXY,RATNAMANI,RAYMOND,RECLTD,REL,RELIANCE,RENUKA,ROLTA,RPOWER,SADBHAV,SAIL,SANOFI,SATYAMCOMP,SBBJ,SBIN,SBT,SCI,SEQUENT,SHILPI,SHOPERSTOP,SHREECEM,SIEMENS,SIMPLEXINF,SINTEX,SITINET,STERLITE,STRTECH,SUDARSCHEM,SUNPHARMA,SUNTV,SUVEN,SWANENERGY,TATAELXSI,TATAINVEST,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TORNTPHARM,TRIDENT,TTML,TVSMOTOR,UBL,UJJIVAN,UNIONBANK,VEDL,VGUARD,VIJAYABANK,WOCKPHARMA,ZEETELE,ZYDUSLIFE"
2017-09-29,Nifty100,"DMART,BAJAJCORP,CYIENT,ECLERX,GESHIP,HINDCOPPER,HONAUT,JAGRAN,MRF,RELAXO,ADANITRANS,DIVISLAB,FINCABLES,JMFINANCIL,MFSL,SUNDRMFAST,UBL,VBL,VGUARD,AMTEKAUTO,ANANTRAJ,ASAHIINDIA,FDC,FMGOETZE,GRINDWELL,HMVL,JMTAUTOLTD,KNRCON,NITINFIRE,ORISSAMINE,PUNJLLOYD,RATNAMANI,RIIL,ROLTA,RUCHISOYA,STCINDIA,TIDEWATER,TRITURBINE,VIJAYABANK,VSTIND,WONDERLA,BRFL,BRIGADE,BSE,FLFL,HERITGFOOD,IFBIND,ITDC,IBVENTURES,INGERRAND,ITI,JPPOWER,JINDALSAW,JSLHISAR,JSL,LINDEINDIA,NFL,RUPA,SHOPERSTOP,SUPRAJIT,SUPPETRO,TIMETECHNO,UNITEDBNK,RELCAPITAL,BATAINDIA,JUBLFOOD,BERGEPAINT,MRPL,RBLBANK,APLLTD,LTTS,QUESS,BALKRISIND,FRETAIL,NIFTY,ATUL,FSL,JKLAKSHMI,MONSANTO,UCOBANK,VRLLOG,DBL,FCONSUMER,HCC,KTKBANK,REPCOHOME,SOUTHBANK,SREINFRA,CCL,GHCL,JCHAC,KPIT,RTNPOWER,SHARDACROP,SUVEN,TEXRAIL,ZENSARTECH,AVANTIFEED,GMDCLTD,INOXWIND,LAKSHVILAS,MANPASAND,PERSISTENT,PNCINFRA,PETRONET,RECLTD,SPARC,ADANIENT,ESCORTS,FORTIS,AEGISCHEM,BEML,CAPF,DELTACORP,GODREJPROP,GNFC,GSFC,INDIANB,INFIBEAM,KEC,KRBL,RAYMOND,STRTECH,UJJIVAN,GICHSGFIN,GUJFLUORO,LAURUSLABS,RAIN,RALLIS,TNPL,TRIDENT,UFLEX,ALKEM,JSWENERGY,INDIGO,BPCL,BAJFINANCE,CASTROLIND,TATACHEM,APOLLOHOSP,BIOCON,TECHM","DIVISLAB,UBL","ABB,ABIRLANUVO,ACC,ADANIENT,ADANITRANS,ADVENZYMES,AEGISCHEM,ALKEM,ALOKTEXT,AMBUJACEM,AMTEKAUTO,ANANTRAJ,ANDHRABANK,APLLTD,APOLLOHOSP,APOLLOTYRE,ARICENT,ASAHIINDIA,ASHOKLEY,ASIANPAINT,ASTRAZEN,ATUL,AUROPHARMA,AVANTIFEED,AXISBANK,BAJAJ-AUTO,BAJAJCORP,BAJAJFINSV,BAJFINANCE,BALKRISIND,BANKBARODA,BATAINDIA,BBTC,BEL,BEML,BERGEPAINT,BFUTILITIE,BHARATFORG,BHARTIARTL,BHEL,BIOCON,BONGAIGAON,BOSCHLTD,BPCL,BRFL,BRIGADE,BRITANNIA,BSE,CADILAHC,CANFINHOME,CAPF,CASTROLIND,CCL,CHENNPETRO,CIPLA,CORPBANK,CROMPTON,CUB,CUMMINSIND,CYIENT,DABUR,DALMIABHA,DBL,DELTACORP,DEN,DIVISLAB,DLF,DMART,DRREDDY,DYNAMATECH,ECLERX,EDELWEISS,EMAMILTD,ENDURANCE,EROSMEDIA,ESCORTS,FCONSUMER,FDC,FINCABLES,FLFL,FMGOETZE,FORTIS,FRETAIL,FSL,GAIL,GESHIP,GHCL,GICHSGFIN,GLAXO,GMDCLTD,GNFC,GODREJCP,GODREJPROP,GRANULES,GRINDWELL,GSFC,GUJALKALI,GUJFLUORO,GVKPIL,HAVELLS,HCC,HCLTECH,HDFCBANK,HDIL,HERITGFOOD,HEROMOTOCOP,HEXAWARE,HFCL,HINDALCO,HINDCOPPER,HINDPETRO,HINDUNILVR,HINDZINC,HMVL,HONAUT,IBP,IBREALEST,IBULHSGFIN,IBVENTURES,ICICIBANK,ICICIPRULI,IDBI,IDEA,IDFCBANK,IFBIND,IFCI,INDIACEM,INDIANB,INDIGO,INFIBEAM,INFY,INGERRAND,INGVYSYABANK,INOXWIND,INTELLECT,IOB,IOC,IPAPPM,IPCL,ITC,ITDC,ITI,JAGRAN,JCHAC,JETAIRWAYS,JINDALSAW,JKLAKSHMI,JMFINANCIL,JMTAUTOLTD,JPASSOCIAT,JPINFRATEC,JPPOWER,JSL,JSLHISAR,JSWENERGY,JSWHL,JUBLFOOD,JUSTDIAL,KEC,KITEX,KNRCON,KOTAKBANK,KPIT,KRBL,KRL,KSBPUMPS,KTKBANK,LAKSHVILAS,LALPATHLAB,LAOPALA,LAURUSLABS,LICHSGFIN,LINDEINDIA,LITL,LT,LTI,LTTS,LUPIN,M&M,MAHLIFE,MANAPPURAM,MANPASAND,MARICO,MARKSANS,MARUTI,MAXINDIA,MAYURUNIQ,MCDOWELL-N,MCLEODRUSS,MFSL,MGL,MINDACORP,MINDAIND,MMTC,MOIL,MONSANTO,MOSERBAER,MOTHERSUMI,MOTILALOFS,MRF,MRPL,MTNL,MYSOREBANK,NATIONALUM,NAVNETEDUL,NBCC,NBVENTURES,NETWORK18,NFL,NHPC,NIFTY,NIITTECH,NIRMA,NITINFIRE,NMDC,OFSS,ONGC,ORIENTBANK,ORISSAMINE,PARAGMILK,PEL,PERSISTENT,PETRONET,PFIZER,PFS,PGHH,PIDILITIND,PIIND,PIRAMALENT,PNB,PNBHOUSING,PNCINFRA,POLARIS,PTL,PUNJLLOYD,QUESS,RAIN,RALLIS,RANBAXY,RATNAMANI,RAYMOND,RBLBANK,RECLTD,REL,RELAXO,RELCAPITAL,RELIANCE,RENUKA,REPCOHOME,RIIL,ROLTA,RPOWER,RTNPOWER,RUCHISOYA,RUPA,SADBHAV,SAIL,SANOFI,SATYAMCOMP,SBBJ,SBIN,SBT,SCI,SEQUENT,SHARDACROP,SHILPI,SHOPERSTOP,SHREECEM,SIEMENS,SIMPLEXINF,SINTEX,SITINET,SOUTHBANK,SPARC,SREINFRA,STCINDIA,STERLITE,STRTECH,SUDARSCHEM,SUNDRMFAST,SUNPHARMA,SUNTV,SUPPETRO,SUPRAJIT,SUVEN,SWANENERGY,TATACHEM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAMTRDVR,TATAPOWER,TATASTEEL,TATCOM,TATCONSUM,TCS,TECHM,TEXRAIL,TIDEWATER,TIMETECHNO,TNPL,TORNTPHARM,TRIDENT,TRITURBINE,TTML,TVSMOTOR,UBL,UCOBANK,UFLEX,UJJIVAN,UNIONBANK,UNITEDBNK,VBL,VEDL,VGUARD,VIJAYABANK,VRLLOG,VSTIND,WOCKPHARMA,WONDERLA,ZEETELE,ZENSARTECH,ZYDUSLIFE"
